Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change,Month,Day,Year
Dear Evan Hansen,2019/6/9,181314,886,6167,-7959,51946,365,163910,965,467960,2250,Current,Musical,0.0051,6,9,2019.0
Dear Evan Hansen,2019/6/2,180428,908,14126,5857,51581,355,162945,778,465710,2304,Current,Musical,0.005,6,2,2019.0
Dear Evan Hansen,2019/5/26,179520,1885,8269,1109,51226,345,162167,2131,463406,4738,Current,Musical,0.011000000000000001,5,26,2019.0
Dear Evan Hansen,2019/5/19,177635,1245,7160,4184,50881,407,160036,1600,458668,1585,Current,Musical,0.005600000000000001,5,19,2019.0
Dear Evan Hansen,2019/5/12,176390,490,2976,-1235,50474,424,158436,502,457083,1395,Current,Musical,0.003,5,12,2019.0
Dear Evan Hansen,2019/5/5,175900,515,4211,4211,50050,452,157934,450,455688,1155,Current,Musical,0.0027,5,5,2019.0
Dear Evan Hansen,2019/4/28,175385,786,0,0,49598,455,157484,667,454533,1741,Current,Musical,0.0040999999999999995,4,28,2019.0
Dear Evan Hansen,2019/4/21,174599,1013,0,0,49143,416,156817,1131,452792,1972,Current,Musical,0.0053,4,21,2019.0
Dear Evan Hansen,2019/4/14,173586,1188,0,-4061,48727,387,155686,1317,450820,2152,Current,Musical,0.006,4,14,2019.0
Dear Evan Hansen,2019/4/7,172398,925,4061,-2560,48340,437,154369,869,448668,1997,Current,Musical,0.0049,4,7,2019.0
Dear Evan Hansen,2019/3/31,171473,588,6621,487,47903,423,153500,504,446671,2637,Current,Musical,0.0049,3,31,2019.0
Dear Evan Hansen,2019/3/24,170885,803,6134,2326,47480,468,152996,826,444034,2317,Current,Musical,0.0052,3,24,2019.0
Dear Evan Hansen,2019/3/17,170082,576,3808,1089,47012,369,152170,662,441717,2321,Current,Musical,0.004699999999999999,3,17,2019.0
Dear Evan Hansen,2019/3/10,169506,314,2719,-482,46643,403,151508,386,439396,1948,Current,Musical,0.0034999999999999996,3,10,2019.0
Dear Evan Hansen,2019/3/3,169192,295,3201,-3077,46240,469,151122,348,437448,2233,Current,Musical,0.0038,3,3,2019.0
Dear Evan Hansen,2019/2/24,168897,432,6278,-8702,45771,538,150774,358,435215,1977,Current,Musical,0.0037,2,24,2019.0
Dear Evan Hansen,2019/2/17,168465,669,14980,9977,45233,475,150416,475,433238,2231,Current,Musical,0.0045000000000000005,2,17,2019.0
Dear Evan Hansen,2019/2/10,167796,663,5003,-2881,44758,603,149941,586,431007,2361,Current,Musical,0.0048,2,10,2019.0
Dear Evan Hansen,2019/2/3,167133,533,7884,2960,44155,498,149355,549,428646,3115,Current,Musical,0.005699999999999999,2,3,2019.0
Dear Evan Hansen,2019/1/27,166600,1290,4924,-1152,43657,538,148806,1030,425531,2559,Current,Musical,0.0066,1,27,2019.0
Dear Evan Hansen,2019/1/20,165310,645,6076,2555,43119,489,147776,738,422972,1626,Current,Musical,0.0040999999999999995,1,20,2019.0
Dear Evan Hansen,2019/1/13,164665,543,3521,-569,42630,559,147038,754,421346,1237,Current,Musical,0.0034999999999999996,1,13,2019.0
Dear Evan Hansen,2019/1/6,164122,351,4090,-1409,42071,330,146284,476,420109,1116,Current,Musical,0.0027,1,6,2019.0
Dear Evan Hansen,2018/12/30,163771,3456,5499,-10181,41741,1436,145808,4189,418993,8307,Current,Musical,0.022400000000000003,12,30,2018.0
Dear Evan Hansen,2018/12/10,160315,1757,15680,11583,40305,495,141619,1898,410686,5832,Current,Musical,0.013500000000000002,12,10,2018.0
Dear Evan Hansen,2018/12/3,158558,728,4097,-4103,39810,513,139721,802,404854,3070,Current,Musical,0.0066,12,3,2018.0
Dear Evan Hansen,2018/11/26,157830,1044,8200,-1670,39297,404,138919,1084,401784,4484,Current,Musical,0.0096,11,26,2018.0
Dear Evan Hansen,2018/11/18,156786,776,9870,6023,38893,461,137835,941,397300,3744,Current,Musical,0.008,11,18,2018.0
Dear Evan Hansen,2018/11/12,156010,660,3847,-1055,38432,507,136894,871,393556,3099,Current,Musical,0.0068000000000000005,11,12,2018.0
Dear Evan Hansen,2018/11/4,155350,769,4902,-2959,37925,462,136023,1050,390457,3300,Current,Musical,0.0076,11,4,2018.0
Dear Evan Hansen,2018/10/28,154581,899,7861,1209,37463,404,134973,1124,387157,2886,Current,Musical,0.0073,10,28,2018.0
Dear Evan Hansen,2018/10/21,153682,1899,6652,-19866,37059,279,133849,2367,384271,4338,Current,Musical,0.013000000000000001,10,21,2018.0
Dear Evan Hansen,2018/10/14,151783,1433,26518,12848,36780,391,131482,760,379933,3839,Current,Musical,0.0092,10,14,2018.0
Dear Evan Hansen,2018/10/7,150350,1275,13670,7538,36389,303,130722,1231,376094,2943,Current,Musical,0.0084,10,7,2018.0
Dear Evan Hansen,2018/9/30,149075,6904,6132,3962,36086,3281,129491,4439,373151,13294,Current,Musical,0.0393,9,30,2018.0
Dear Evan Hansen,2018/7/30,142171,-2,2170,-457,32805,0,125052,9,359857,1191,Current,Musical,0.0019,7,30,2018.0
Dear Evan Hansen,2018/7/23,142173,246,2627,-4429,32805,341,125043,539,358666,1429,Current,Musical,0.0034999999999999996,7,23,2018.0
Dear Evan Hansen,2018/7/16,141927,810,7056,4037,32464,418,124504,517,357237,1676,Current,Musical,0.0048,7,16,2018.0
Dear Evan Hansen,2018/7/9,141117,212,3019,-984,32046,329,123987,390,355561,1418,Current,Musical,0.0033,7,9,2018.0
Dear Evan Hansen,2018/7/2,140905,293,4003,-1603,31717,309,123597,446,354143,1346,Current,Musical,0.0034000000000000002,7,2,2018.0
Dear Evan Hansen,2018/6/25,140612,195,5606,5606,31408,31408,123151,254,352797,-71,Current,Musical,0.0006,6,25,2018.0
Dear Evan Hansen,2018/6/18,140417,575,0,-11938,31085.5,-30763,122897,714,352868,4206,Current,Musical,0.009000000000000001,6,18,2018.0
Dear Evan Hansen,2018/6/11,139842,593,11938,608,30763,273,122183,966,348662,3207,Current,Musical,0.0079,6,11,2018.0
Dear Evan Hansen,2018/6/4,139249,432,11330,6417,30490,303,121217,558,345455,2203,Current,Musical,0.0053,6,4,2018.0
Dear Evan Hansen,2018/5/28,138817,521,4913,-13046,30187,250,120659,396,343252,2965,Current,Musical,0.006500000000000001,5,28,2018.0
Dear Evan Hansen,2018/5/21,138296,1315,17959,10442,29937,253,120263,854,340287,4702,Current,Musical,0.0116,5,21,2018.0
Dear Evan Hansen,2018/5/14,136981,491,7517,1040,29684,215,119409,671,335585,2579,Current,Musical,0.0064,5,14,2018.0
Dear Evan Hansen,2018/5/7,136490,416,6477,939,29469,285,118738,674,333006,2530,Current,Musical,0.0062,5,7,2018.0
Dear Evan Hansen,2018/4/30,136074,612,5538,381,29184,268,118064,891,330476,2750,Current,Musical,0.0073,4,30,2018.0
Dear Evan Hansen,2018/4/23,135462,598,5157,2245,28916,287,117173,781,327726,-15077,Current,Musical,-0.0231,4,23,2018.0
Dear Evan Hansen,2018/4/16,134864,371,2912,-469,28629,228,116392,969,342803,21743,Current,Musical,0.0404,4,16,2018.0
Dear Evan Hansen,2018/4/9,134493,354,3381,-694,28401,247,115423,986,321060,2911,Current,Musical,0.0075,4,9,2018.0
Dear Evan Hansen,2018/4/2,134139,708,4075,-7134,28154,221,114437,1598,318149,4151,Current,Musical,0.0115,4,2,2018.0
Dear Evan Hansen,2018/3/26,133431,941,11209,5179,27933,265,112839,2117,313998,5464,Current,Musical,0.0154,3,26,2018.0
Dear Evan Hansen,2018/3/19,132490,654,6030,2388,27668,274,110722,1293,308534,3294,Current,Musical,0.0096,3,19,2018.0
Dear Evan Hansen,2018/3/12,131836,417,3642,-3960,27394,265,109429,703,305240,2513,Current,Musical,0.0067,3,12,2018.0
Dear Evan Hansen,2018/3/5,131419,419,7602,911,27129,253,108726,708,302727,3158,Current,Musical,0.008,3,5,2018.0
Dear Evan Hansen,2018/2/26,131000,455,6691,-6158,26876,301,108018,712,299569,2864,Current,Musical,0.0075,2,26,2018.0
Dear Evan Hansen,2018/2/19,130545,844,12849,5983,26575,285,107306,673,296705,4091,Current,Musical,0.0106,2,19,2018.0
Dear Evan Hansen,2018/2/12,129701,439,6866,-2293,26290,291,106633,823,292614,3563,Current,Musical,0.0092,2,12,2018.0
Dear Evan Hansen,2018/2/5,129262,622,9159,2401,25999,364,105810,1235,289051,4507,Current,Musical,0.0123,2,5,2018.0
Dear Evan Hansen,2018/1/29,128640,708,6758,1323,25635,393,104575,1645,284544,4093,Current,Musical,0.0126,1,29,2018.0
Dear Evan Hansen,2018/1/22,127932,859,5435,-1226,25242,342,102930,982,280451,3449,Current,Musical,0.0105,1,22,2018.0
Dear Evan Hansen,2018/1/15,127073,812,6661,3072,24900,418,101948,1165,277002,4157,Current,Musical,0.0123,1,15,2018.0
Dear Evan Hansen,2018/1/8,126261,503,3589,-3811,24482,369,100783,800,272845,4126,Current,Musical,0.011000000000000001,1,8,2018.0
Dear Evan Hansen,2018/1/2,125758,692,7400,-220,24113,338,99983,848,268719,4792,Current,Musical,0.013000000000000001,1,2,2018.0
Dear Evan Hansen,2017/12/26,125066,964,7620,-23662,23775,294,99135,838,263927,5113,Current,Musical,0.0144,12,26,2017.0
Dear Evan Hansen,2017/12/18,124102,2441,31282,22273,23481,278,98297,788,258814,5003,Current,Musical,0.0174,12,18,2017.0
Dear Evan Hansen,2017/12/11,121661,967,9009,-1727,23203,457,97509,838,253811,4367,Current,Musical,0.0132,12,11,2017.0
Dear Evan Hansen,2017/12/4,120694,1293,10736,-31463,22746,357,96671,1114,249444,5762,Current,Musical,0.0178,12,4,2017.0
Dear Evan Hansen,2017/11/27,119401,4066,42199,14020,22389,308,95557,2085,243682,8118,Current,Musical,0.0321,11,27,2017.0
Dear Evan Hansen,2017/11/20,115335,1803,28179,18269,22081,481,93472,2620,235564,7093,Current,Musical,0.026600000000000002,11,20,2017.0
Dear Evan Hansen,2017/11/13,113532,1569,9910,-10181,21600,342,90852,939,228471,4724,Current,Musical,0.017,11,13,2017.0
Dear Evan Hansen,2017/11/6,111963,1519,20091,9789,21258,361,89913,1068,223747,4688,Current,Musical,0.0174,11,6,2017.0
Dear Evan Hansen,2017/10/30,110444,826,10302,2628,20897,375,88845,843,219059,4447,Current,Musical,0.0148,10,30,2017.0
Dear Evan Hansen,2017/10/23,109618,655,7674,5410,20522,325,88002,807,214612,5127,Current,Musical,0.016200000000000003,10,23,2017.0
Dear Evan Hansen,2017/10/16,108963,389,2264,-737,20197,308,87195,820,209485,5404,Current,Musical,0.0166,10,16,2017.0
Dear Evan Hansen,2017/10/9,108574,423,3001,182,19889,286,86375,1003,204081,6631,Current,Musical,0.0206,10,9,2017.0
Dear Evan Hansen,2017/10/2,108151,509,2819,-48,19603,424,85372,894,197450,5230,Current,Musical,0.0173,10,2,2017.0
Dear Evan Hansen,2017/9/25,107642,503,2867,-7717,19179,384,84478,1025,192220,5767,Current,Musical,0.019299999999999998,9,25,2017.0
Dear Evan Hansen,2017/9/18,107139,861,10584,-9116,18795,355,83453,1624,186453,5471,Current,Musical,0.0216,9,18,2017.0
Dear Evan Hansen,2017/9/11,106278,909,19700,12234,18440,395,81829,1479,180982,6202,Current,Musical,0.023799999999999998,9,11,2017.0
Dear Evan Hansen,2017/9/4,105369,802,7466,-2417,18045,361,80350,1305,174780,3619,Current,Musical,0.0161,9,4,2017.0
Dear Evan Hansen,2017/8/28,104567,806,9883,2280,17684,394,79045,1462,171161,3671,Current,Musical,0.017,8,28,2017.0
Dear Evan Hansen,2017/8/21,103761,993,7603,-251,17290,395,77583,1729,167490,3623,Current,Musical,0.018500000000000003,8,21,2017.0
Dear Evan Hansen,2017/8/14,102768,1176,7854,3294,16895,404,75854,1571,163867,4292,Current,Musical,0.021,8,14,2017.0
Dear Evan Hansen,2017/8/7,101592,1068,4560,612,16491,457,74283,1892,159575,4066,Current,Musical,0.021400000000000002,8,7,2017.0
Dear Evan Hansen,2017/7/31,100524,957,3948,-3493,16034,412,72391,1767,155509,5444,Current,Musical,0.0255,7,31,2017.0
Dear Evan Hansen,2017/7/24,99567,965,7441,-1823,15622,527,70624,2151,150065,4747,Current,Musical,0.0252,7,24,2017.0
Dear Evan Hansen,2017/7/17,98602,1653,9264,-12521,15095,379,68473,1845,145318,4502,Current,Musical,0.0263,7,17,2017.0
Dear Evan Hansen,2017/7/9,96949,2157,21785,8676,14716,448,66628,2878,140816,5147,Current,Musical,0.0346,7,9,2017.0
Dear Evan Hansen,2017/7/2,94792,1930,13109,-15624,14268,328,63750,2656,135669,4478,Current,Musical,0.0318,7,2,2017.0
Dear Evan Hansen,2017/6/25,92862,1108,28733,9151,13940,271,61094,2069,131191,5397,Current,Musical,0.031,6,25,2017.0
Diana,2019/9/29,399,41,504,92,0,0,130,3,539,38,Upcoming,Musical,0.0832,9,29,2019.0
Diana,2019/9/22,358,59,412,-21,0,0,127,21,501,70,Upcoming,Musical,0.1794,9,22,2019.0
Diana,2019/9/15,299,0,433,0,0,0,106,0,431,0,Upcoming,Musical,0.0,9,15,2019.0
Freestyle Love Supreme,2019/9/29,10031,82,987,-229,0,0,10644,97,10312,341,Current,Musical,0.0171,9,29,2019.0
Freestyle Love Supreme,2019/9/22,9949,162,1216,-2073,0,0,10547,153,9971,490,Upcoming,Musical,0.0271,9,22,2019.0
Freestyle Love Supreme,2019/9/15,9787,232,3289,-3288,0,0,10394,385,9481,930,Upcoming,Musical,0.055,9,15,2019.0
Freestyle Love Supreme,2019/9/8,9555,428,6577,5909,0,0,10009,637,8551,538,Upcoming,Musical,0.0605,9,8,2019.0
Freestyle Love Supreme,2019/9/1,9127,44,668,111,0,0,9372,55,8013,232,Upcoming,Musical,0.0126,9,1,2019.0
Freestyle Love Supreme,2019/8/25,9083,42,557,-375,0,0,9317,17,7781,110,Upcoming,Musical,0.006500000000000001,8,25,2019.0
Freestyle Love Supreme,2019/8/18,9041,54,932,-859,0,0,9300,20,7671,119,Upcoming,Musical,0.0075,8,18,2019.0
Freestyle Love Supreme,2019/8/11,8987,67,1791,1288,0,0,9280,111,7552,664,Upcoming,Musical,0.0337,8,11,2019.0
Freestyle Love Supreme,2019/8/4,8920,58,503,-39,0,0,9169,3,6888,64,Upcoming,Musical,0.005,8,4,2019.0
Freestyle Love Supreme,2019/7/28,8862,0,542,0,0,0,9166,0,6824,0,Upcoming,Musical,0.0,7,28,2019.0
Frozen,2019/9/29,175935,470,9054,-9652,51212,686,33907,106,133349,1065,Current,Musical,0.0048,9,29,2019.0
Frozen,2019/9/22,175465,647,18706,12793,50526,746,33801,31,132284,717,Current,Musical,0.0040999999999999995,9,22,2019.0
Frozen,2019/9/15,174818,242,5913,4346,49780,871,33770,25,131567,665,Current,Musical,0.0027,9,15,2019.0
Frozen,2019/9/8,174576,163,1567,-1615,48909,850,33745,43,130902,327,Current,Musical,0.0016,9,8,2019.0
Frozen,2019/9/1,174413,527,3182,-345,48059,746,33702,46,130575,619,Current,Musical,0.0034999999999999996,9,1,2019.0
Frozen,2019/8/25,173886,257,3527,387,47313,697,33656,50,129956,848,Current,Musical,0.0034000000000000002,8,25,2019.0
Frozen,2019/8/18,173629,256,3140,824,46616,731,33606,72,129108,571,Current,Musical,0.0027,8,18,2019.0
Frozen,2019/8/11,173373,141,2316,-2448,45885,747,33534,21,128537,404,Current,Musical,0.0017000000000000001,8,11,2019.0
Frozen,2019/8/4,173232,-36,4764,2583,45138,786,33513,33,128133,279,Current,Musical,0.0008,8,4,2019.0
Frozen,2019/7/28,173268,192,2181,751,44352,820,33480,29,127854,324,Current,Musical,0.0016,7,28,2019.0
Frozen,2019/7/22,173076,98,1430,16,43532,838,33451,62,127530,434,Current,Musical,0.0018,7,22,2019.0
Frozen,2019/7/14,172978,395,1414,-448,42694,645,33389,79,127096,407,Current,Musical,0.0026,7,14,2019.0
Frozen,2019/7/7,172583,52,1862,-2326,42049,775,33310,59,126689,419,Current,Musical,0.0016,7,7,2019.0
Frozen,2019/6/30,172531,330,4188,-2776,41274,777,33251,57,126270,427,Current,Musical,0.0025,6,30,2019.0
Frozen,2019/6/23,172201,831,6964,-807,40497,751,33194,110,125843,336,Current,Musical,0.0039000000000000003,6,23,2019.0
Frozen,2019/6/16,171370,170,7771,3284,39746,892,33084,303,125507,607,Current,Musical,0.0033,6,16,2019.0
Frozen,2019/6/9,171200,464,4487,-90496,38854,709,32781,332,124900,430,Current,Musical,0.0037,6,9,2019.0
Frozen,2019/6/2,170736,2998,94983,92610,38145,731,32449,869,124470,427,Current,Musical,0.013300000000000001,6,2,2019.0
Frozen,2019/5/26,167738,79,2373,536,37414,659,31580,108,124043,281,Current,Musical,0.0014000000000000002,5,26,2019.0
Frozen,2019/5/19,167659,95,1837,-1257,36755,945,31472,95,123762,396,Current,Musical,0.0018,5,19,2019.0
Frozen,2019/5/12,167564,111,3094,1759,35810,785,31377,167,123366,523,Current,Musical,0.0025,5,12,2019.0
Frozen,2019/5/5,167453,87,1335,1335,35025,697,31210,61,122843,491,Current,Musical,0.002,5,5,2019.0
Frozen,2019/4/28,167366,219,0,0,34328,891,31149,89,122352,550,Current,Musical,0.0027,4,28,2019.0
Frozen,2019/4/21,167147,222,0,0,33437,803,31060,66,121802,930,Current,Musical,0.0038,4,21,2019.0
Frozen,2019/4/14,166925,183,0,-3595,32634,778,30994,67,120872,672,Current,Musical,0.0029,4,14,2019.0
Frozen,2019/4/7,166742,95,3595,-830,31856,853,30927,67,120200,913,Current,Musical,0.0034000000000000002,4,7,2019.0
Frozen,2019/3/31,166647,1163,4425,-2572,31003,948,30860,130,119287,1220,Current,Musical,0.008,3,31,2019.0
Frozen,2019/3/24,165484,3585,6997,3015,30055,982,30730,206,118067,985,Current,Musical,0.0154,3,24,2019.0
Frozen,2019/3/17,161899,178,3982,2303,29073,939,30524,215,117082,822,Current,Musical,0.0039000000000000003,3,17,2019.0
Frozen,2019/3/10,161721,91,1679,-1152,28134,909,30309,83,116260,610,Current,Musical,0.0025,3,10,2019.0
Frozen,2019/3/3,161630,179,2831,-2218,27225,1130,30226,121,115650,797,Current,Musical,0.0036,3,3,2019.0
Frozen,2019/2/24,161451,114,5049,-5454,26095,1312,30105,120,114853,838,Current,Musical,0.0034999999999999996,2,24,2019.0
Frozen,2019/2/17,161337,299,10503,7021,24783,1094,29985,146,114015,1105,Current,Musical,0.0051,2,17,2019.0
Frozen,2019/2/10,161038,512,3482,-269,23689,1341,29839,326,112910,746,Current,Musical,0.0052,2,10,2019.0
Frozen,2019/2/3,160526,377,3751,-973,22348,1181,29513,155,112164,280,Current,Musical,0.0027,2,3,2019.0
Frozen,2019/1/27,160149,4181,4724,619,21167,1302,29358,36,111884,405,Current,Musical,0.015600000000000001,1,27,2019.0
Frozen,2019/1/20,155968,145,4105,992,19865,1183,29322,61,111479,525,Current,Musical,0.0025,1,20,2019.0
Frozen,2019/1/13,155823,155,3113,188,18682,1328,29261,43,110954,808,Current,Musical,0.0034000000000000002,1,13,2019.0
Frozen,2019/1/6,155668,87,2925,-858,17354,1009,29218,28,110146,639,Current,Musical,0.0026,1,6,2019.0
Frozen,2018/12/30,155581,3362,3783,-557,16345,3629,29190,194,109507,1040,Current,Musical,0.0159,12,30,2018.0
Frozen,2018/12/10,152219,384,4340,-2016,12716,1126,28996,69,108467,403,Current,Musical,0.003,12,10,2018.0
Frozen,2018/12/3,151835,416,6356,-2370,11590,1178,28927,54,108064,671,Current,Musical,0.004,12,3,2018.0
Frozen,2018/11/26,151419,389,8726,4553,10412,841,28873,87,107393,691,Current,Musical,0.0040999999999999995,11,26,2018.0
Frozen,2018/11/18,151030,229,4173,403,9571,1092,28786,77,106702,743,Current,Musical,0.0037,11,18,2018.0
Frozen,2018/11/12,150801,315,3770,-3181,8479,1142,28709,0,105959,587,Current,Musical,0.0032,11,12,2018.0
Frozen,2018/11/4,150486,372,6951,2824,7337,1072,28709,150,105372,689,Current,Musical,0.0043,11,4,2018.0
Frozen,2018/10/28,150114,246,4127,1024,6265,1149,28559,43,104683,255,Current,Musical,0.0019,10,28,2018.0
Frozen,2018/10/21,149868,200,3103,-879,5116,775,28516,5,104428,406,Current,Musical,0.0022,10,21,2018.0
Frozen,2018/10/14,149668,128,3982,1190,4341,701,28511,52,104022,328,Current,Musical,0.0018,10,14,2018.0
Frozen,2018/10/7,149540,185,2792,371,3640,656,28459,68,103694,444,Current,Musical,0.0025,10,7,2018.0
Frozen,2018/9/30,149355,3157,2421,-124,2984,2984,28391,877,103250,4105,Current,Musical,0.0298,9,30,2018.0
Frozen,2018/7/30,146198,0,2545,-609,0,0,27514,2,99145,318,Current,Musical,0.0012,7,30,2018.0
Frozen,2018/7/23,146198,200,3154,-800,0,0,27512,507,98827,334,Current,Musical,0.0038,7,23,2018.0
Frozen,2018/7/16,145998,318,3954,1095,0,0,27005,124,98493,435,Current,Musical,0.0032,7,16,2018.0
Frozen,2018/7/9,145680,783,2859,-2098,0,0,26881,103,98058,383,Current,Musical,0.004699999999999999,7,9,2018.0
Frozen,2018/7/2,144897,1629,4957,-4968,0,0,26778,149,97675,556,Current,Musical,0.0087,7,2,2018.0
Frozen,2018/6/25,143268,2437,9925,9925,0,0,26629,76,97119,336,Current,Musical,0.0108,6,25,2018.0
Frozen,2018/6/18,140831,5466,0,-46072,0,0,26553,332,96783,1733,Current,Musical,0.029300000000000003,6,18,2018.0
Frozen,2018/6/11,135365,5060,46072,-292255,0,0,26221,565,95050,1950,Current,Musical,0.0304,6,11,2018.0
Frozen,2018/6/4,130305,26922,338327,329148,0,0,25656,451,93100,1540,Current,Musical,0.1313,6,4,2018.0
Frozen,2018/5/28,103383,438,9179,-17929,0,0,25205,134,91560,1195,Current,Musical,0.008100000000000001,5,28,2018.0
Frozen,2018/5/21,102945,924,27108,1982,0,0,25071,324,90365,1892,Current,Musical,0.0146,5,21,2018.0
Frozen,2018/5/14,102021,1094,25126,16193,0,0,24747,298,88473,1744,Current,Musical,0.0148,5,14,2018.0
Frozen,2018/5/7,100927,536,8933,3762,0,0,24449,245,86729,1114,Current,Musical,0.009000000000000001,5,7,2018.0
Frozen,2018/4/30,100391,237,5171,37,0,0,24204,111,85615,735,Current,Musical,0.0052,4,30,2018.0
Frozen,2018/4/23,100154,303,5134,2812,0,0,24093,133,84880,1205,Current,Musical,0.0079,4,23,2018.0
Frozen,2018/4/16,99851,364,2322,-4787,0,0,23960,178,83675,1095,Current,Musical,0.008,4,16,2018.0
Frozen,2018/4/9,99487,558,7109,-8003,0,0,23782,161,82580,1051,Current,Musical,0.0087,4,9,2018.0
Frozen,2018/4/2,98929,1805,15112,-444567,0,0,23621,280,81529,2474,Current,Musical,0.022799999999999997,4,2,2018.0
Frozen,2018/3/26,97124,44262,459679,450211,0,0,23341,1367,79055,13352,Current,Musical,0.41969999999999996,3,26,2018.0
Frozen,2018/3/19,52862,1427,9468,1959,0,0,21974,303,65703,1768,Current,Musical,0.0255,3,19,2018.0
Frozen,2018/3/12,51435,912,7509,-4059,0,0,21671,304,63935,1785,Current,Musical,0.022400000000000003,3,12,2018.0
Frozen,2018/3/5,50523,1508,11568,-16994,0,0,21367,414,62150,3547,Current,Musical,0.0425,3,5,2018.0
Frozen,2018/2/26,49015,4161,28562,21270,0,0,20953,910,58603,7352,Current,Musical,0.107,2,26,2018.0
Frozen,2018/2/19,44854,709,7292,6724,0,0,20043,155,51251,1525,Upcoming,Musical,0.021,2,19,2018.0
Frozen,2018/2/12,44145,99,568,-3292,0,0,19888,86,49726,1279,Upcoming,Musical,0.013000000000000001,2,12,2018.0
