Show,Date,FB Likes,Likes Vs.Last Week,FB Talking About,Talking Vs.Last Week,FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,Total Fans Change
Beautiful,3/26,"46,085",72,"2,310",438,"104,186",379,"12,946",10,"14,474",87,Current,Musical,0.23%
Beautiful,3/19,"46,013",87,"1,872",-332,"103,807",456,"12,936",52,"14,387",194,Current,Musical,0.46%
Beautiful,3/12,"45,926",97,"2,204",130,"103,351",472,"12,884",20,"14,193",214,Current,Musical,0.46%
Beautiful,3/5,"45,829",78,"2,074",318,"102,879",481,"12,864",15,"13,979",87,Current,Musical,0.25%
Beautiful,2/26,"45,751",58,"1,756",-141,"102,398",528,"12,849",14,"13,892",79,Current,Musical,0.21%
Beautiful,2/19,"45,693",68,"1,897","-1,468","101,870",519,"12,835",2,"13,813",76,Current,Musical,0.20%
Beautiful,2/12,"45,625",139,"3,365","-2,746","101,351",586,"12,833",50,"13,737",92,Current,Musical,0.39%
Beautiful,2/5,"45,486",209,"6,111","2,451","100,765",568,"12,783",24,"13,645",70,Current,Musical,0.42%
Beautiful,1/29,"45,277",87,"3,660","1,055","100,197",638,"12,759",14,"13,575",109,Current,Musical,0.29%
Beautiful,1/22,"45,190",82,"2,605",662,"99,559",577,"12,745",30,"13,466",77,Current,Musical,0.27%
Beautiful,1/15,"45,108",95,"1,943",58,"98,982",565,"12,715",31,"13,389",60,Current,Musical,0.26%
Beautiful,1/8,"45,013",77,"1,885",259,"98,417",507,"12,684",-3,"13,329",96,Current,Musical,0.24%
Beautiful,1/2,"44,936",73,"1,626",11,"97,910",620,"12,687",14,"13,233",117,Current,Musical,0.29%
Beautiful,12/26,"44,863",126,"1,615",-295,"97,290",303,"12,673",17,"13,116",74,Current,Musical,0.31%
Beautiful,12/18,"44,737",127,"1,910",302,"96,987",469,"12,656",13,"13,042",85,Current,Musical,0.32%
Beautiful,12/11,"44,610",93,"1,608",-108,"96,518",544,"12,643",12,"12,957",38,Current,Musical,0.20%
Beautiful,12/4,"44,517",79,"1,716",421,"95,974",528,"12,631",24,"12,919",113,Current,Musical,0.31%
Beautiful,11/27,"44,438",80,"1,295",-91,"95,446",495,"12,607",15,"12,806",175,Current,Musical,0.39%
Beautiful,11/20,"44,358",80,"1,386",-20,"94,951",448,"12,592",13,"12,631",25,Current,Musical,0.17%
Beautiful,11/13,"44,278",75,"1,406",-233,"94,503",476,"12,579",10,"12,606",46,Current,Musical,0.19%
Beautiful,11/6,"44,203",42,"1,639",394,"94,027",448,"12,569",3,"12,560",35,Current,Musical,0.12%
Beautiful,10/30,"44,161",53,"1,245",-193,"93,579",428,"12,566",22,"12,525",22,Current,Musical,0.14%
Beautiful,10/23,"44,108",52,"1,438",78,"93,151",458,"12,544",8,"12,503",35,Current,Musical,0.14%
Beautiful,10/16,"44,056",53,"1,360",-147,"92,693",533,"12,536",27,"12,468",31,Current,Musical,0.16%
Beautiful,10/9,"44,003",54,"1,507",-504,"92,160",471,"12,509",7,"12,437",25,Current,Musical,0.12%
Beautiful,10/2,"43,949",92,"2,011","1,333","91,689",461,"12,502",25,"12,412",68,Current,Musical,0.27%
Beautiful,9/25,"43,857",30,678,"-1,727","91,228",395,"12,477",35,"12,344",38,Current,Musical,0.15%
Beautiful,9/18,"43,827",144,"2,405",275,"90,833",574,"12,442",25,"12,306",284,Current,Musical,0.66%
Beautiful,9/11,"43,683",117,"2,130",-161,"90,259",499,"12,417",32,"12,022",46,Current,Musical,0.29%
Beautiful,9/4,"43,566",157,"2,291",-993,"89,760",466,"12,385",15,"11,976",34,Current,Musical,0.30%
Beautiful,8/28,"43,409",194,"3,284","-1,285","89,294",455,"12,370",37,"11,942",114,Current,Musical,0.51%
Beautiful,8/21,"43,215",216,"4,569","3,043","88,839",488,"12,333",45,"11,828",87,Current,Musical,0.52%
Beautiful,8/14,"42,999",140,"1,526",-242,"88,351",536,"12,288",21,"11,741",19,Current,Musical,0.27%
Beautiful,8/7,"42,859",172,"1,768",-709,"87,815",448,"12,267",25,"11,722",24,Current,Musical,0.33%
Beautiful,7/31,"42,687",163,"2,477","1,421","87,367",641,"12,242",23,"11,698",34,Current,Musical,0.33%
Beautiful,7/24,"42,524",24,"1,056",-71,"86,726",447,"12,219",13,"11,664",31,Current,Musical,0.10%
Beautiful,7/17,"42,500",54,"1,127",-102,"86,279",499,"12,206",35,"11,633",33,Current,Musical,0.18%
Beautiful,7/9,"42,446",39,"1,229","-1,412","85,780",396,"12,171",22,"11,600",16,Current,Musical,0.12%
Beautiful,7/2,"42,407",83,"2,641",749,"85,384",475,"12,149",39,"11,584",20,Current,Musical,0.22%
Beautiful,6/25,"42,324",30,"1,892",171,"84,909",332,"12,110",31,"11,564",60,Current,Musical,0.18%
Beetlejuice,9/29,"39,237",465,"6,733",554,"31,756","1,178","20,024","1,046","120,672","7,318",Current,Musical,5.16%
Beetlejuice,9/22,"38,772",452,"6,179","2,459","30,578","1,334","18,978","1,136","113,354","5,702",Current,Musical,4.45%
Beetlejuice,9/15,"38,320",291,"3,720",355,"29,244","1,456","17,842",677,"107,652","4,576",Current,Musical,3.50%
Beetlejuice,9/8,"38,029",253,"3,365",91,"27,788","1,265","17,165",640,"103,076","3,988",Current,Musical,3.18%
Beetlejuice,9/1,"37,776",303,"3,274",-701,"26,523","1,315","16,525",783,"99,088","5,254",Current,Musical,4.31%
Beetlejuice,8/25,"37,473",250,"3,975","-1,188","25,208","1,356","15,742",719,"93,834","3,465",Current,Musical,3.11%
Beetlejuice,8/18,"37,223",342,"5,163","-2,003","23,852","1,304","15,023",981,"90,369","4,353",Current,Musical,4.14%
Beetlejuice,8/11,"36,881",317,"7,166","2,231","22,548","1,287","14,042",719,"86,016","3,716",Current,Musical,3.59%
Beetlejuice,8/4,"36,564",372,"4,935",-506,"21,261","1,361","13,323",647,"82,300","3,701",Current,Musical,3.70%
Beetlejuice,7/28,"36,192",358,"5,441",834,"19,900","1,278","12,676",633,"78,599","3,650",Current,Musical,3.78%
Beetlejuice,7/22,"35,834",417,"4,607","-4,374","18,622","1,296","12,043",465,"74,949","2,970",Current,Musical,3.24%
Beetlejuice,7/14,"35,417",689,"8,981","4,079","17,326","1,251","11,578",550,"71,979","3,036",Current,Musical,3.73%
Beetlejuice,7/7,"34,728",312,"4,902","-3,574","16,075","1,323","11,028",400,"68,943","2,974",Current,Musical,3.32%
Beetlejuice,6/30,"34,416",459,"8,476",-393,"14,752","1,447","10,628",671,"65,969","4,087",Current,Musical,4.93%
Beetlejuice,6/23,"33,957","1,033","8,869","-8,948","13,305","1,184","9,957","1,061","61,882","5,009",Current,Musical,7.20%
Beetlejuice,6/16,"32,924","3,366","17,817","6,950","12,121","1,196","8,896","1,081","56,873","7,120",Current,Musical,13.28%
Beetlejuice,6/9,"29,558","2,491","10,867","3,501","10,925","1,191","7,815",961,"49,753","3,798",Current,Musical,9.08%
Beetlejuice,6/2,"27,067","1,362","7,366","1,984","9,734","1,026","6,854",179,"45,955","1,991",Current,Musical,4.63%
Beetlejuice,5/26,"25,705",659,"5,382",-636,"8,708","1,186","6,675",159,"43,964","1,604",Current,Musical,3.28%
Beetlejuice,5/19,"25,046",546,"6,018",-227,"7,522","1,077","6,516",198,"42,360","1,189",Current,Musical,2.69%
Beetlejuice,5/12,"24,500",787,"6,245","-15,615","6,445","1,060","6,318",331,"41,171","1,767",Current,Musical,4.17%
Beetlejuice,5/5,"23,713","1,847","21,860","21,860","5,385",795,"5,987",499,"39,404","2,810",Current,Musical,8.06%
Beetlejuice,4/28,"21,866","1,602",0,0,"4,590",983,"5,488",652,"36,594","4,251",Current,Musical,11.32%
Beetlejuice,4/21,"20,264","8,096",0,0,"3,607",860,"4,836",443,"32,343","4,233",Current,Musical,28.59%
Beetlejuice,4/14,"12,168",261,0,"-4,785","2,747",810,"4,393",174,"28,110","1,088",Current,Musical,3.53%
Beetlejuice,4/7,"11,907",328,"4,785","-4,045","1,937",998,"4,219",254,"27,022","1,360",Current,Musical,4.71%
Beetlejuice,3/31,"11,579","1,082","8,830","2,457",939,314,"3,965",293,"25,662","1,658",Upcoming,Musical,7.95%
Beetlejuice,3/24,"10,497",471,"6,373","1,679",625,17,"3,672",167,"24,004","1,219",Upcoming,Musical,5.11%
Beetlejuice,3/17,"10,026",260,"4,694",-941,608,11,"3,505",68,"22,785",660,Upcoming,Musical,2.80%
Beetlejuice,3/10,"9,766",667,"5,635",285,597,4,"3,437",54,"22,125",251,Upcoming,Musical,2.83%
Beetlejuice,3/3,"9,099",280,"5,350",228,593,7,"3,383",77,"21,874",619,Upcoming,Musical,2.92%
Beetlejuice,2/24,"8,819",272,"5,122","-1,512",586,9,"3,306",50,"21,255",653,Upcoming,Musical,3.01%
Beetlejuice,2/17,"8,547",465,"6,634",984,577,5,"3,256",54,"20,602",669,Upcoming,Musical,3.81%
Beetlejuice,2/10,"8,082",313,"5,650","3,785",572,7,"3,202",140,"19,933",610,Upcoming,Musical,3.53%
Beetlejuice,2/3,"7,769",125,"1,865","-1,332",565,0,"3,062",43,"19,323",374,Upcoming,Musical,1.83%
Beetlejuice,1/27,"7,644",395,"3,197","-14,687",565,0,"3,019",24,"18,949",244,Upcoming,Musical,2.29%
Beetlejuice,1/20,"7,249","1,618","17,884","16,794",565,-2,"2,995",60,"18,705",733,Upcoming,Musical,9.09%
Beetlejuice,1/13,"5,631",84,"1,090",232,567,0,"2,935",45,"17,972",312,Upcoming,Musical,1.69%
Beetlejuice,1/6,"5,547",33,858,-914,567,0,"2,890",4,"17,660",19,Upcoming,Musical,0.22%
Beetlejuice,12/30,"5,514",269,"1,772","1,694",567,-2,"2,886",43,"17,641",400,Upcoming,Musical,2.81%
Beetlejuice,12/10,"5,245",48,78,-2,569,0,"2,843",17,"17,241",132,Upcoming,Musical,0.78%
Beetlejuice,12/3,"5,197",35,80,-479,569,1,"2,826",1,"17,109",508,Upcoming,Musical,2.21%
Beetlejuice,11/26,"5,162",55,559,-389,568,-1,"2,825",33,"16,601",362,Upcoming,Musical,1.86%
Beetlejuice,11/18,"5,107",134,948,"-5,162",569,93,"2,792",75,"16,239",714,Upcoming,Musical,3.98%
Beetlejuice,11/12,"4,973",427,"6,110","1,346",476,128,"2,717",86,"15,525","1,182",Upcoming,Musical,7.88%
Beetlejuice,11/4,"4,546",351,"4,764","2,676",348,104,"2,631",161,"14,343","1,710",Upcoming,Musical,11.51%
Beetlejuice,10/28,"4,195",222,"2,088","1,037",244,112,"2,470",86,"12,633",973,Upcoming,Musical,7.11%
Beetlejuice,10/21,"3,973",449,"1,051",-486,132,108,"2,384",359,"11,660","2,005",Upcoming,Musical,18.50%
Beetlejuice,10/14,"3,524",217,"1,537",23,24,23,"2,025",348,"9,655","1,026",Upcoming,Musical,11.69%
Beetlejuice,10/7,"3,307",143,"1,514","1,059",1,0,"1,677",101,"8,629",512,Upcoming,Musical,5.88%
Beetlejuice,9/30,"3,164",0,455,0,1,0,"1,576",0,"8,117",0,Upcoming,Musical,0%
Betrayal,9/29,"2,961",88,"1,507",-150,"1,949",346,"3,286",44,"9,456",767,Current,Play,6.07%
Betrayal,9/22,"2,873",59,"1,657",439,"1,603",288,"3,242",89,"8,689",243,Upcoming,Play,2.71%
Betrayal,9/15,"2,814","1,426","1,218","-3,351","1,315","1,315","3,153",74,"8,446",316,Upcoming,Play,14.42%
Betrayal,9/8,"1,388",48,"4,569","3,387",0,-615,"3,079",155,"8,130",663,Upcoming,Play,7.38%
Betrayal,9/1,"1,340",67,"1,182",-383,615,41,"2,924",119,"7,467",477,Current,Play,5.99%
Betrayal,8/25,"1,273",48,"1,565","1,392",574,574,"2,805",261,"6,990",654,Upcoming,Play,9.53%
Betrayal,8/18,"1,225",7,173,-192,0,0,"2,544",415,"6,336","1,174",Upcoming,Play,18.76%
Betrayal,8/11,"1,218",31,365,-59,0,0,"2,129",334,"5,162","2,911",Upcoming,Play,62.60%
Betrayal,8/4,"1,187",175,424,-297,0,-2,"1,795",192,"2,251",470,Upcoming,Play,19.04%
Betrayal,7/28,"1,012",0,721,0,2,0,"1,603",0,"1,781",0,Upcoming,Play,0%
Book of Mormon,9/29,"711,280",-200,"3,660",776,"231,739",449,"209,837",-127,"149,990",468,Current,Musical,0.01%
Book of Mormon,9/22,"711,480",-240,"2,884",-361,"231,290",475,"209,964",-124,"149,522",436,Current,Musical,0.01%
Book of Mormon,9/15,"711,720",-223,"3,245","2,819","230,815","230,815","210,088",-158,"149,086",498,Current,Musical,0.01%
Book of Mormon,9/8,"711,943",-201,426,-99,0,0,"210,246",-70,"148,588",416,Current,Musical,0.01%
Book of Mormon,9/1,"712,144",-281,525,"-1,838",0,0,"210,316",-61,"148,172",511,Current,Musical,0.02%
Book of Mormon,8/25,"712,425",-226,"2,363",-537,0,"-228,836","210,377",-102,"147,661",569,Current,Musical,0.02%
Book of Mormon,8/18,"712,651",-235,"2,900",-610,"228,836",500,"210,479",-79,"147,092",620,Current,Musical,0.03%
Book of Mormon,8/11,"712,886",-197,"3,510",-210,"228,336",477,"210,558",-92,"146,472",578,Current,Musical,0.03%
Book of Mormon,8/4,"713,083",-131,"3,720",-437,"227,859",473,"210,650",-67,"145,894",864,Current,Musical,0.06%
Book of Mormon,7/28,"713,214",-213,"4,157","1,125","227,386",486,"210,717",-82,"145,030",696,Current,Musical,0.04%
Book of Mormon,7/22,"713,427",-215,"3,032",-575,"226,900",401,"210,799",35,"144,334",701,Current,Musical,0.05%
Book of Mormon,7/14,"713,642",-194,"3,607",-543,"226,499",432,"210,764",-100,"143,633",426,Current,Musical,0.01%
Book of Mormon,7/7,"713,836",-205,"4,150",716,"226,067",524,"210,864",-125,"143,207",427,Current,Musical,0.01%
Book of Mormon,6/30,"714,041",-230,"3,434","-1,053","225,543",442,"210,989",-90,"142,780",566,Current,Musical,0.02%
Book of Mormon,6/23,"714,271",-187,"4,487","-1,190","225,101",417,"211,079",-157,"142,214",594,Current,Musical,0.02%
Book of Mormon,6/16,"714,458",-202,"5,677","2,200","224,684",419,"211,236",-65,"141,620",748,Current,Musical,0.05%
Book of Mormon,6/9,"714,660",-170,"3,477","1,342","224,265",441,"211,301",26,"140,872",763,Current,Musical,0.06%
Book of Mormon,6/2,"714,830",-218,"2,135",855,"223,824",420,"211,275",-94,"140,109",382,Current,Musical,0.01%
Book of Mormon,5/26,"715,048",-295,"1,280","-1,734","223,404",343,"211,369",-31,"139,727",576,Current,Musical,0.02%
Book of Mormon,5/19,"715,343",-182,"3,014",-581,"223,061",496,"211,400",-25,"139,151",312,Current,Musical,0.01%
Book of Mormon,5/12,"715,525",-192,"3,595","1,015","222,565",471,"211,425",-253,"138,839",425,Current,Musical,0%
Book of Mormon,5/5,"715,717",-200,"2,580","2,580","222,094",470,"211,678",-189,"138,414",482,Current,Musical,0.01%
Book of Mormon,4/28,"715,917",-171,0,0,"221,624",516,"211,867",-136,"137,932",481,Current,Musical,0.02%
Book of Mormon,4/21,"716,088",-199,0,0,"221,108",396,"212,003",-79,"137,451",448,Current,Musical,0.02%
Book of Mormon,4/14,"716,287",-202,0,"-2,780","220,712",520,"212,082",-107,"137,003","1,485",Current,Musical,0.11%
Book of Mormon,4/7,"716,489",-176,"2,780","-1,127","220,192",483,"212,189",-92,"135,518",-570,Current,Musical,-0.08%
Book of Mormon,3/31,"716,665",-130,"3,907",137,"219,709",508,"212,281",-162,"136,088",756,Current,Musical,0.04%
Book of Mormon,3/24,"716,795",-232,"3,770",911,"219,201",512,"212,443",-83,"135,332",740,Current,Musical,0.04%
Book of Mormon,3/17,"717,027",-157,"2,859","-1,845","218,689",520,"212,526",-83,"134,592",476,Current,Musical,0.02%
Book of Mormon,3/10,"717,184",-91,"4,704","-1,120","218,169",485,"212,609",-96,"134,116",623,Current,Musical,0.04%
Book of Mormon,3/3,"717,275",-63,"5,824",-220,"217,684",528,"212,705",-87,"133,493",758,Current,Musical,0.06%
Book of Mormon,2/24,"717,338",65,"6,044","4,207","217,156",535,"212,792",-85,"132,735",640,Current,Musical,0.06%
Book of Mormon,2/17,"717,273",-366,"1,837",-856,"216,621",474,"212,877",-24,"132,095",429,Current,Musical,0%
Book of Mormon,2/10,"717,639",-350,"2,693",158,"216,147",554,"212,901",-225,"131,666","-9,632",Current,Musical,-0.95%
Book of Mormon,2/3,"717,989",-340,"2,535",734,"215,593",473,"213,126",-276,"141,298","10,399",Current,Musical,0.92%
Book of Mormon,1/27,"718,329",-298,"1,801",-256,"215,120",474,"213,402",-159,"130,899",388,Current,Musical,-0.01%
Book of Mormon,1/20,"718,627",-306,"2,057",217,"214,646",474,"213,561",-113,"130,511",572,Current,Musical,0.01%
Book of Mormon,1/13,"718,933",-225,"1,840",-307,"214,172",528,"213,674",-90,"129,939",566,Current,Musical,0.02%
Book of Mormon,1/6,"719,158",-202,"2,147",619,"213,644",381,"213,764",-85,"129,373",210,Current,Musical,-0.01%
Book of Mormon,12/30,"719,360","-1,200","1,528",-17,"213,263","1,519","213,849",-335,"129,163",896,Current,Musical,-0.06%
Book of Mormon,12/10,"720,560",-267,"1,545",363,"211,744",510,"214,184",-132,"128,267",409,Current,Musical,0%
Book of Mormon,12/3,"720,827",-253,"1,182",-121,"211,234",458,"214,316",-66,"127,858",426,Current,Musical,0.01%
Book of Mormon,11/26,"721,080",-262,"1,303",-141,"210,776",438,"214,382",-104,"127,432",605,Current,Musical,0.02%
Book of Mormon,11/18,"721,342",-320,"1,444",-295,"210,338",474,"214,486",-43,"126,827",558,Current,Musical,0.02%
Book of Mormon,11/12,"721,662",-338,"1,739",153,"209,864",525,"214,529","-1,353","126,269",522,Current,Musical,-0.11%
Book of Mormon,11/4,"722,000",-211,"1,586",184,"209,339",526,"215,882",-83,"125,747",52,Current,Musical,-0.02%
Book of Mormon,10/28,"722,211",-69,"1,402",-85,"208,813",454,"215,965",-106,"125,695",64,Current,Musical,-0.01%
Book of Mormon,10/21,"722,280",-180,"1,487",51,"208,359",403,"216,071",-161,"125,631",267,Current,Musical,-0.01%
Book of Mormon,10/14,"722,460",-276,"1,436",-691,"207,956",418,"216,232",742,"125,364",333,Current,Musical,0.08%
Book of Mormon,10/7,"722,736",-287,"2,127",741,"207,538",404,"215,490",379,"125,031",222,Current,Musical,0.03%
Book of Mormon,9/30,"723,023","-2,473","1,386",-405,"207,134","4,114","215,111","-1,496","124,809","3,752",Current,Musical,-0.02%
Book of Mormon,7/30,"725,496",0,"1,791",0,"203,020",1,"216,607",-1,"121,057",332,Current,Musical,0.03%
Book of Mormon,7/23,"725,496",-317,"1,791",-46,"203,019",443,"216,608",-174,"120,725",392,Current,Musical,-0.01%
Book of Mormon,7/16,"725,813",-267,"1,837",359,"202,576",466,"216,782","-4,655","120,333",564,Current,Musical,-0.41%
Book of Mormon,7/9,"726,080",-359,"1,478",-528,"202,110",467,"221,437",-166,"119,769",453,Current,Musical,-0.01%
Book of Mormon,7/2,"726,439",-379,"2,006",441,"201,643",474,"221,603",-194,"119,316",614,Current,Musical,0%
Book of Mormon,6/25,"726,818",-188,"1,565","1,565","201,169","201,169","221,797",-125,"118,702",278,Current,Musical,0%
Book of Mormon,6/18,"727,006",-411,0,"-2,616",0,"-200,158","221,922",-254,"118,424",685,Current,Musical,0%
Book of Mormon,6/11,"727,417",-168,"2,616",376,"200,158",520,"222,176",-116,"117,739",531,Current,Musical,0.02%
Book of Mormon,6/4,"727,585",-178,"2,240",-736,"199,638",534,"222,292",-224,"117,208",327,Current,Musical,-0.01%
Book of Mormon,5/28,"727,763",-202,"2,976","1,061","199,104",492,"222,516",-189,"116,881",818,Current,Musical,0.04%
Book of Mormon,5/21,"727,965",-241,"1,915",-916,"198,612",484,"222,705",-108,"116,063",625,Current,Musical,0.03%
Book of Mormon,5/14,"728,206",-419,"2,831",696,"198,128",521,"222,813",-95,"115,438",280,Current,Musical,-0.02%
Book of Mormon,5/7,"728,625",-379,"2,135",-32,"197,607",449,"222,908",-138,"115,158",279,Current,Musical,-0.02%
Book of Mormon,4/30,"729,004",-635,"2,167",-58,"197,158",488,"223,046",-136,"114,879",205,Current,Musical,-0.05%
Book of Mormon,4/23,"729,639",-600,"2,225",-293,"196,670",517,"223,182",-120,"114,674",392,Current,Musical,-0.03%
Book of Mormon,4/16,"730,239",-490,"2,518",436,"196,153",430,"223,302",-124,"114,282",362,Current,Musical,-0.02%
Book of Mormon,4/9,"730,729",-499,"2,082",-120,"195,723",434,"223,426",-68,"113,920","1,027",Current,Musical,0.04%
Book of Mormon,4/2,"731,228",-224,"2,202","-1,518","195,289",425,"223,494",-95,"112,893",906,Current,Musical,0.06%
Book of Mormon,3/26,"731,452",-152,"3,720",504,"194,864",536,"223,589",-95,"111,987",751,Current,Musical,0.05%
Book of Mormon,3/19,"731,604",-383,"3,216",131,"194,328",522,"223,684",-9,"111,236",476,Current,Musical,0.01%
Book of Mormon,3/12,"731,987",-232,"3,085",-107,"193,806",560,"223,693",-197,"110,760",389,Current,Musical,0%
Book of Mormon,3/5,"732,219",-160,"3,192",-480,"193,246",626,"223,890",-71,"110,371",520,Current,Musical,0.03%
Book of Mormon,2/26,"732,379",-209,"3,672",578,"192,620",662,"223,961",-42,"109,851",619,Current,Musical,0.03%
Book of Mormon,2/19,"732,588",-236,"3,094","-1,438","191,958",666,"224,003",-26,"109,232","1,155",Current,Musical,0.08%
Book of Mormon,2/12,"732,824",-167,"4,532","-2,898","191,292",670,"224,029",-88,"108,077","1,268",Current,Musical,0.10%
Book of Mormon,2/5,"732,991",-214,"7,430","4,704","190,622",475,"224,117",81,"106,809","1,093",Current,Musical,0.09%
Book of Mormon,1/29,"733,205",-13,"2,726",246,"190,147",660,"224,036",-75,"105,716",467,Current,Musical,0.04%
Book of Mormon,1/22,"733,218",-41,"2,480",-474,"189,487",659,"224,111",-130,"105,249",500,Current,Musical,0.03%
Book of Mormon,1/15,"733,259",-29,"2,954",-305,"188,828",614,"224,241",-46,"104,749",432,Current,Musical,0.03%
Book of Mormon,1/8,"733,288",35,"3,259",408,"188,214",510,"224,287",-51,"104,317",387,Current,Musical,0.03%
Book of Mormon,1/2,"733,253",-213,"2,851","-2,346","187,704",491,"224,338",-76,"103,930",453,Current,Musical,0.02%
Book of Mormon,12/26,"733,466",-64,"5,197","3,194","187,213",386,"224,414",-97,"103,477","1,191",Current,Musical,0.10%
Book of Mormon,12/18,"733,530",-183,"2,003","-1,373","186,827",536,"224,511",-91,"102,286",709,Current,Musical,0.04%
Book of Mormon,12/11,"733,713",-161,"3,376",375,"186,291",582,"224,602",-44,"101,577",554,Current,Musical,0.03%
Book of Mormon,12/4,"733,874",-215,"3,001",-926,"185,709",501,"224,646",30,"101,023",717,Current,Musical,0.05%
Book of Mormon,11/27,"734,089",-128,"3,927","1,204","185,208",535,"224,616",-34,"100,306","1,554",Current,Musical,0.13%
Book of Mormon,11/20,"734,217",-180,"2,723",-591,"184,673",613,"224,650",-29,"98,752",366,Current,Musical,0.01%
Book of Mormon,11/13,"734,397",-177,"3,314",748,"184,060",649,"224,679",-8,"98,386",383,Current,Musical,0.02%
Book of Mormon,11/6,"734,574",-210,"2,566",-157,"183,411",608,"224,687",-76,"98,003",378,Current,Musical,0.01%
Book of Mormon,10/30,"734,784",-185,"2,723","-1,427","182,803",598,"224,763",-65,"97,625",740,Current,Musical,0.05%
Book of Mormon,10/23,"734,969",-105,"4,150","1,461","182,205",592,"224,828",-98,"96,885",617,Current,Musical,0.04%
Book of Mormon,10/16,"735,074",-43,"2,689",568,"181,613",655,"224,926",-91,"96,268",351,Current,Musical,0.02%
Book of Mormon,10/9,"735,117",-138,"2,121",-846,"180,958",626,"225,017",-78,"95,917",463,Current,Musical,0.02%
Book of Mormon,10/2,"735,255",-97,"2,967",-398,"180,332",504,"225,095",-4,"95,454",582,Current,Musical,0.05%
Book of Mormon,9/25,"735,352",-54,"3,365","-1,410","179,828",513,"225,099",5,"94,872",521,Current,Musical,0.04%
