week_ending,show,this_week_gross,diff_in_dollars,avg_ticket_price,seats_sold,perfs,percent_of_cap,diff_percent_of_cap 
1987-05-24,Coastal Disturbances,"$71,362.00","$7,822.00",$18.96,3764,8,77.90%,7.72%
1987-05-24,Fences,"$243,405.00","$6,371.00",$25.61,9505,8,93.11%,2.97%
1987-05-24,I'm Not Rappaport,"$123,960.00","-$8,797.00",$25.73,4818,8,76.92%,-2.63%
1987-05-24,Jackie Mason's The World According to Me!,"$161,152.00",$995.00,$22.66,7112,7,94.78%,0.39%
1987-05-24,La Cage aux Folles,"$287,970.00","-$10,942.00",$28.38,10147,8,75.36%,-0.69%
1987-05-24,Les Liaisons Dangereuses,"$223,553.00","$2,181.00",$30.27,7386,8,95.38%,-1.06%
1987-05-24,Les Mis¨¦rables,"$509,749.00","-$4,427.00",$36.95,13796,8,98.43%,-1.02%
1987-05-24,Me and My Girl,"$512,528.00","$7,750.00",$40.24,12736,8,101.40%,0.81%
1987-05-24,Oh! Calcutta!,"$61,947.00","$6,279.00",$15.49,3999,10,80.14%,6.01%
1987-05-24,Pygmalion,"$198,347.00","$25,945.00",$29.34,6761,8,76.69%,9.80%
1987-05-24,Starlight Express,"$540,004.00","-$10,192.00",$40.02,13492,8,93.54%,0.42%
1987-05-24,Sweet Sue,"$109,792.00","-$11,264.00",$21.25,5166,8,61.03%,-0.42%
1987-05-24,The Comedy of Errors,"$105,701.00","$20,783.00",$14.78,7154,0,82.27%,9.63%
1987-05-24,The Musical Comedy Murders of 1940,"$73,568.00","$7,502.00",$16.43,4477,8,51.06%,7.05%
1987-05-24,The Nerd,"$75,059.00","$4,693.00",$19.88,3775,8,83.52%,7.17%
1987-05-17,42nd Street,"$261,575.00","$31,175.00",$30.01,8717,8,68.83%,7.79%
1987-05-17,A Chorus Line,"$196,186.00","-$3,138.00",$29.22,6714,8,57.01%,-2.90%
1987-05-17,All My Sons,"$56,927.00","$11,395.00",$16.42,3466,8,54.63%,13.19%
1987-05-17,Asinamali!,"$27,093.00",$433.00,$16.92,1601,8,40.11%,-1.65%
1987-05-17,Big River,"$196,410.00","$20,107.00",$30.51,6437,8,79.04%,5.17%
1987-05-17,Blithe Spirit,"$231,719.00","$30,058.00",$31.42,7374,8,67.48%,8.32%
1987-05-17,Broadway Bound,"$229,718.00","$8,318.00",$29.58,7765,8,81.84%,2.98%
1987-05-17,Cats,"$457,916.00",-$172.00,$38.06,12031,8,101.48%,0.11%
1987-05-17,Coastal Disturbances,"$63,540.00","$10,310.00",$18.74,3391,8,70.18%,11.90%
1987-05-17,Fences,"$237,034.00","$4,479.00",$25.76,9202,8,90.14%,0.57%
1987-05-17,I'm Not Rappaport,"$132,757.00","$22,495.00",$26.64,4983,8,79.55%,10.55%
1987-05-17,Jackie Mason's The World According to Me!,"$160,157.00","$11,561.00",$22.61,7083,7,94.39%,6.45%
1987-05-17,La Cage aux Folles,"$298,912.00","$39,368.00",$29.19,10239,8,76.05%,8.04%
1987-05-17,Les Liaisons Dangereuses,"$221,372.00","$18,203.00",$29.64,7468,8,96.44%,2.81%
1987-05-17,Les Mis¨¦rables,"$514,176.00","$1,160.00",$36.89,13939,8,99.45%,-0.34%
1987-05-17,Me and My Girl,"$504,778.00","-$17,798.00",$39.95,12634,8,100.59%,0.21%
1987-05-17,Oh! Calcutta!,"$55,668.00","$7,911.00",$15.05,3699,10,74.13%,8.98%
1987-05-17,Pygmalion,"$172,402.00","-$54,433.00",$29.24,5897,8,66.89%,-13.00%
1987-05-17,Stardust,"$55,626.00","$4,160.00",$20.76,2679,8,37.63%,-2.66%
1987-05-17,Starlight Express,"$550,196.00","$14,309.00",$40.96,13431,8,93.12%,2.11%
1987-05-17,Sweet Sue,"$121,056.00","$24,676.00",$23.28,5201,8,61.45%,9.36%
1987-05-17,The Comedy of Errors,"$84,918.00",$0.00,$13.44,6317,0,72.64%,0.00%
1987-05-17,The Musical Comedy Murders of 1940,"$66,066.00","$13,497.00",$17.12,3859,8,44.01%,7.66%
1987-05-17,The Mystery of Edwin Drood,"$233,410.00","$22,268.00",$27.92,8360,8,73.33%,6.09%
1987-05-17,The Nerd,"$70,366.00","$15,276.00",$20.39,3451,8,76.35%,12.57%
1987-05-10,42nd Street,"$230,400.00","-$33,010.00",$29.81,7730,8,61.04%,-9.01%
1987-05-10,A Chorus Line,"$199,324.00","-$22,242.00",$28.25,7055,8,59.91%,-7.85%
1987-05-10,All My Sons,"$45,532.00","-$1,735.00",$17.32,2629,8,41.44%,-4.32%
1987-05-10,Asinamali!,"$26,660.00","-$7,830.00",$15.99,1667,8,41.76%,-26.65%
1987-05-10,Big River,"$176,303.00","-$8,375.00",$29.31,6016,8,73.87%,-1.50%
1987-05-10,Blithe Spirit,"$201,661.00","-$46,473.00",$31.19,6465,8,59.16%,-11.76%
1987-05-10,Broadway Bound,"$221,400.00","-$11,890.00",$29.59,7482,8,78.86%,-2.28%
1987-05-10,Cats,"$458,088.00",$460.00,$38.11,12019,8,101.37%,-0.06%
1987-05-10,Coastal Disturbances,"$53,230.00","-$1,787.00",$18.90,2816,8,58.28%,-2.61%
1987-05-10,Fences,"$232,555.00","$20,219.00",$25.44,9143,8,89.57%,6.12%
1987-05-10,I'm Not Rappaport,"$110,262.00","-$11,315.00",$25.51,4322,8,69.00%,-7.77%
1987-05-10,Jackie Mason's The World According to Me!,"$148,596.00","-$5,687.00",$22.52,6599,7,87.94%,-4.64%
1987-05-10,La Cage aux Folles,"$259,544.00","-$17,731.00",$28.34,9157,8,68.01%,-6.33%
1987-05-10,Les Liaisons Dangereuses,"$203,169.00","$55,589.00",$28.02,7251,8,93.63%,17.64%
1987-05-10,Les Mis¨¦rables,"$513,016.00","$10,583.00",$36.68,13987,8,99.79%,-0.09%
1987-05-10,Me and My Girl,"$522,576.00","-$1,367.00",$41.45,12608,8,100.38%,-1.02%
1987-05-10,Oh! Calcutta!,"$47,757.00","-$5,822.00",$14.69,3251,10,65.15%,-6.29%
1987-05-10,Pygmalion,"$226,835.00","$16,287.00",$32.21,7043,8,79.89%,5.15%
1987-05-10,Sleight of Hand,"$35,442.00","-$15,824.00",$14.76,2401,8,27.69%,-11.07%
1987-05-10,Stardust,"$51,466.00","-$12,674.00",$17.94,2869,8,40.29%,-10.38%
1987-05-10,Starlight Express,"$535,887.00","$7,442.00",$40.82,13127,8,91.01%,1.57%
1987-05-10,Sweet Sue,"$96,380.00","-$18,618.00",$21.86,4409,8,52.09%,-7.00%
1987-05-10,The Musical Comedy Murders of 1940,"$52,569.00",-$274.00,$16.49,3187,8,36.35%,-0.66%
1987-05-10,The Mystery of Edwin Drood,"$211,142.00","-$11,206.00",$27.55,7665,8,67.24%,-4.48%
1987-05-10,The Nerd,"$55,090.00","-$9,981.00",$19.11,2883,8,63.78%,-8.87%
1987-05-03,42nd Street,"$263,410.00","-$6,205.00",$29.69,8871,8,70.05%,-1.25%
1987-05-03,A Chorus Line,"$221,566.00","-$11,953.00",$27.77,7979,8,67.76%,-3.15%
1987-05-03,All My Sons,"$47,267.00","$6,670.00",$16.28,2903,8,45.76%,4.72%
1987-05-03,Asinamali!,"$34,490.00","$9,533.00",$12.63,2731,8,68.41%,15.48%
1987-05-03,Big River,"$184,678.00","-$34,193.00",$30.09,6138,8,75.37%,-13.41%
1987-05-03,Blithe Spirit,"$248,134.00","-$5,498.00",$32.02,7750,8,70.92%,-0.56%
1987-05-03,Broadway Bound,"$233,290.00","-$4,627.00",$30.30,7699,8,81.14%,-1.44%
1987-05-03,Cats,"$457,628.00","-$1,698.00",$38.06,12025,8,101.43%,-0.07%
1987-05-03,Coastal Disturbances,"$55,017.00","-$3,767.00",$18.70,2942,8,60.89%,2.80%
1987-05-03,Fences,"$212,336.00",$161.00,$24.93,8519,8,83.45%,-0.23%
1987-05-03,I'm Not Rappaport,"$121,577.00",-$443.00,$25.28,4809,8,76.77%,1.35%
1987-05-03,Jackie Mason's The World According to Me!,"$154,283.00","-$5,925.00",$22.21,6947,7,92.58%,-1.90%
1987-05-03,La Cage aux Folles,"$277,275.00","-$12,848.00",$27.70,10009,8,74.34%,-1.53%
1987-05-03,Les Liaisons Dangereuses,"$147,580.00","$21,606.00",$28.66,5149,5,75.99%,-9.19%
1987-05-03,Les Mis¨¦rables,"$502,433.00","$4,560.00",$35.89,13999,8,99.88%,0.07%
1987-05-03,Me and My Girl,"$523,943.00","-$1,213.00",$41.14,12736,8,101.40%,0.01%
1987-05-03,Oh! Calcutta!,"$53,579.00","-$1,553.00",$15.03,3565,10,71.44%,5.51%
1987-05-03,Pygmalion,"$210,548.00","$33,475.00",$31.95,6589,8,74.74%,5.79%
1987-05-03,Sleight of Hand,"$51,266.00","-$21,843.00",$15.25,3361,1,38.76%,-16.12%
1987-05-03,Stardust,"$64,140.00","$9,008.00",$17.78,3608,8,50.67%,2.75%
1987-05-03,Starlight Express,"$528,445.00","-$52,797.00",$40.96,12901,8,89.44%,-8.74%
1987-05-03,Sweet Sue,"$114,998.00","-$9,311.00",$23.00,5001,8,59.09%,-8.40%
1987-05-03,The Mikado,"$79,085.00","$9,536.00",$19.96,3962,8,41.13%,6.29%
1987-05-03,The Musical Comedy Murders of 1940,"$52,843.00","-$15,907.00",$16.28,3245,8,37.01%,-15.12%
1987-05-03,The Mystery of Edwin Drood,"$222,348.00","-$23,404.00",$27.20,8176,8,71.72%,-5.74%
1987-05-03,The Nerd,"$65,071.00","-$2,973.00",$19.81,3284,8,72.65%,-7.50%
1987-04-26,42nd Street,"$269,615.00","-$9,099.00",$29.86,9029,8,71.30%,-2.20%
1987-04-26,A Chorus Line,"$233,519.00","-$44,361.00",$27.97,8350,8,70.91%,-9.20%
1987-04-26,All My Sons,"$40,597.00","$23,828.00",$17.82,2278,7,41.04%,13.30%
1987-04-26,Asinamali!,"$24,957.00","$5,356.00",$13.50,1849,4,52.93%,23.90%
1987-04-26,Barbara Cook: A Concert for the Theatre,"$71,844.00","$15,792.00",$23.63,3041,7,38.79%,11.20%
1987-04-26,Big River,"$218,871.00","-$8,167.00",$30.27,7230,8,88.78%,-0.45%
1987-04-26,Blithe Spirit,"$253,632.00","$8,746.00",$32.47,7811,8,71.48%,-2.71%
1987-04-26,Broadway Bound,"$237,917.00",$662.00,$30.37,7835,8,82.58%,-3.24%
1987-04-26,Cats,"$459,326.00","-$1,237.00",$38.17,12034,8,101.50%,0.02%
1987-04-26,Coastal Disturbances,"$58,784.00","-$9,043.00",$20.94,2807,8,58.09%,-12.40%
1987-04-26,Fences,"$212,175.00","-$7,694.00",$24.84,8542,8,83.68%,-0.47%
1987-04-26,I'm Not Rappaport,"$122,020.00","-$6,455.00",$25.83,4724,8,75.42%,-6.97%
1987-04-26,Jackie Mason's The World According to Me!,"$160,208.00",$611.00,$22.60,7090,7,94.48%,0.06%
1987-04-26,La Cage aux Folles,"$290,123.00","-$5,073.00",$28.40,10215,8,75.87%,-3.21%
1987-04-26,Les Liaisons Dangereuses,"$125,974.00",$0.00,$25.46,4947,0,85.18%,0.00%
1987-04-26,Les Mis¨¦rables,"$497,873.00","-$5,948.00",$35.59,13990,8,99.81%,-0.05%
1987-04-26,Me and My Girl,"$525,156.00",-$263.00,$41.24,12734,8,101.39%,-0.01%
1987-04-26,Oh! Calcutta!,"$55,132.00","-$6,406.00",$15.23,3619,11,65.93%,-32.32%
1987-04-26,Pygmalion,"$177,073.00","$10,214.00",$29.13,6079,1,68.95%,-3.18%
1987-04-26,Sleight of Hand,"$73,109.00","-$5,667.00",$15.36,4759,0,54.88%,-8.65%
1987-04-26,Stardust,"$55,132.00","-$2,734.00",$16.16,3412,8,47.92%,-2.85%
1987-04-26,Starlight Express,"$581,242.00","-$24,839.00",$41.05,14161,8,98.18%,-2.21%
1987-04-26,Sweet Sue,"$124,309.00","$22,606.00",$21.76,5712,8,67.49%,11.41%
1987-04-26,The Mikado,"$69,549.00","-$52,723.00",$20.72,3356,8,34.84%,-22.64%
1987-04-26,The Musical Comedy Murders of 1940,"$68,750.00","-$12,489.00",$15.04,4571,8,52.13%,-9.17%
1987-04-26,The Mystery of Edwin Drood,"$245,752.00","-$25,777.00",$27.83,8830,8,77.46%,-7.68%
1987-04-26,The Nerd,"$68,044.00","-$12,636.00",$18.78,3623,8,80.15%,-0.34%
1987-04-26,The Regard of Flight,"$111,753.00","$26,892.00",$18.46,6055,8,69.44%,16.71%
1987-04-19,42nd Street,"$278,714.00","$59,578.00",$29.94,9308,8,73.50%,18.88%
1987-04-19,A Chorus Line,"$277,880.00","$80,997.00",$29.46,9434,8,80.11%,22.31%
1987-04-19,A Month of Sundays,"$51,164.00","$5,519.00",$20.71,2471,4,32.38%,-3.01%
1987-04-19,All My Sons,"$16,769.00",$0.00,$15.24,1100,0,27.74%,0.00%
1987-04-19,Asinamali!,"$19,601.00",$0.00,$16.91,1159,0,29.03%,0.00%
1987-04-19,Barbara Cook: A Concert for the Theatre,"$56,052.00","$18,292.00",$25.91,2163,6,27.59%,2.48%
1987-04-19,Big River,"$227,038.00","$50,054.00",$31.24,7267,8,89.23%,18.01%
1987-04-19,Blithe Spirit,"$244,886.00","-$13,082.00",$30.20,8108,8,74.19%,-0.42%
1987-04-19,Broadway Bound,"$237,255.00","$19,434.00",$29.14,8143,8,85.82%,10.10%
1987-04-19,Cats,"$460,563.00","$3,085.00",$38.28,12032,8,101.48%,0.02%
1987-04-19,Coastal Disturbances,"$67,827.00","-$3,546.00",$19.91,3406,8,70.49%,-2.59%
1987-04-19,Fences,"$219,869.00","$46,998.00",$25.60,8590,8,84.15%,13.32%
1987-04-19,I'm Not Rappaport,"$128,475.00","$15,946.00",$24.89,5161,8,82.39%,10.49%
1987-04-19,Jackie Mason's The World According to Me!,"$159,597.00","$14,721.00",$22.53,7085,7,94.42%,9.57%
1987-04-19,La Cage aux Folles,"$295,196.00","$52,825.00",$27.73,10647,8,79.08%,27.09%
1987-04-19,Les Mis¨¦rables,"$503,821.00","$4,418.00",$36.00,13996,8,99.86%,-0.05%
1987-04-19,Me and My Girl,"$525,419.00","$6,511.00",$41.25,12736,8,101.40%,0.19%
1987-04-19,Oh! Calcutta!,"$61,538.00","$15,326.00",$15.69,3922,8,98.25%,34.66%
1987-04-19,Pygmalion,"$166,859.00",$0.00,$26.24,6359,0,72.13%,0.00%
1987-04-19,Sleight of Hand,"$78,776.00","$8,228.00",$14.30,5509,0,63.53%,-3.51%
1987-04-19,Stardust,"$57,866.00","$20,897.00",$16.01,3615,8,50.77%,14.06%
1987-04-19,Starlight Express,"$606,081.00","$62,410.00",$41.86,14480,8,100.39%,9.53%
1987-04-19,Sweet Sue,"$101,703.00","$10,448.00",$21.42,4747,8,56.08%,10.44%
1987-04-19,The Mikado,"$122,272.00","$9,426.00",$22.09,5536,8,57.48%,4.70%
1987-04-19,The Musical Comedy Murders of 1940,"$81,239.00","-$1,442.00",$15.11,5375,8,61.30%,-0.28%
1987-04-19,The Mystery of Edwin Drood,"$271,529.00","$59,858.00",$27.98,9706,8,85.14%,20.01%
1987-04-19,The Nerd,"$80,680.00","$24,906.00",$22.18,3638,8,80.49%,13.68%
1987-04-19,The Regard of Flight,"$84,861.00","$49,188.00",$18.46,4598,8,52.73%,24.36%
1987-04-12,42nd Street,"$219,136.00","-$4,006.00",$31.68,6917,8,54.62%,1.18%
1987-04-12,A Chorus Line,"$196,883.00","$21,628.00",$28.93,6806,8,57.80%,6.77%
1987-04-12,A Month of Sundays,"$45,645.00","$10,033.00",$16.90,2701,0,35.39%,-4.89%
1987-04-12,Barbara Cook: A Concert for the Theatre,"$37,760.00","$16,014.00",$19.18,1969,0,25.11%,4.79%
1987-04-12,Big River,"$176,984.00","$2,464.00",$30.51,5800,8,71.22%,-0.99%
1987-04-12,Blithe Spirit,"$257,968.00","$27,842.00",$31.64,8153,8,74.61%,-7.25%
1987-04-12,Broadway Bound,"$217,821.00","-$12,618.00",$30.32,7184,8,75.72%,-4.00%
1987-04-12,Cats,"$457,478.00","-$1,944.00",$38.03,12029,8,101.46%,0.14%
1987-04-12,Coastal Disturbances,"$71,373.00","-$14,184.00",$20.21,3531,8,73.08%,-16.30%
1987-04-12,Fences,"$172,871.00","$23,830.00",$23.91,7230,8,70.83%,-22.45%
1987-04-12,I'm Not Rappaport,"$112,529.00","-$1,360.00",$24.98,4504,8,71.90%,0.25%
1987-04-12,Jackie Mason's The World According to Me!,"$144,876.00","-$4,501.00",$22.75,6367,7,84.85%,-1.81%
1987-04-12,La Cage aux Folles,"$242,371.00","-$18,674.00",$34.62,7000,8,51.99%,-10.38%
1987-04-12,Les Mis¨¦rables,"$499,403.00","-$2,667.00",$35.66,14004,8,99.91%,0.05%
1987-04-12,Me and My Girl,"$518,908.00","-$1,721.00",$40.82,12712,8,101.21%,-0.18%
1987-04-12,Oh! Calcutta!,"$46,212.00","$1,096.00",$14.56,3173,10,63.59%,1.59%
1987-04-12,Safe Sex,"$71,664.00","$20,754.00",$24.10,2973,8,40.44%,4.83%
1987-04-12,Sleight of Hand,"$70,548.00",$0.00,$12.13,5814,0,67.04%,0.00%
1987-04-12,Stardust,"$36,969.00","-$2,474.00",$14.14,2614,8,36.71%,-3.16%
1987-04-12,Starlight Express,"$543,671.00",-$792.00,$41.48,13106,8,90.86%,0.06%
1987-04-12,Sweet Sue,"$91,255.00","$2,467.00",$23.62,3863,8,45.64%,-1.18%
1987-04-12,The Mikado,"$112,846.00","$6,296.00",$22.20,5084,8,52.78%,-3.59%
1987-04-12,The Musical Comedy Murders of 1940,"$82,681.00","$31,977.00",$15.31,5399,8,61.58%,5.35%
1987-04-12,The Mystery of Edwin Drood,"$211,671.00",-$123.00,$28.51,7425,8,65.13%,-3.76%
1987-04-12,The Nerd,"$55,774.00","-$5,217.00",$18.47,3020,8,66.81%,-3.32%
1987-04-12,The Regard of Flight,"$35,673.00",$0.00,$14.42,2474,1,28.37%,0.00%
1987-04-05,42nd Street,"$223,142.00","-$30,199.00",$31.54,7075,8,53.44%,-8.95%
1987-04-05,A Chorus Line,"$175,255.00","-$42,410.00",$29.17,6009,8,51.03%,-13.81%
1987-04-05,A Month of Sundays,"$35,612.00",$0.00,$13.24,2690,0,40.28%,0.00%
1987-04-05,Barbara Cook: A Concert for the Theatre,"$21,746.00",$0.00,$19.11,1138,0,20.32%,0.00%
1987-04-05,Big River,"$174,520.00","-$25,684.00",$29.68,5881,8,72.21%,-10.46%
1987-04-05,Blithe Spirit,"$230,126.00","-$32,123.00",$25.72,8946,8,81.86%,1.67%
1987-04-05,Broadway Bound,"$230,439.00","-$22,021.00",$30.47,7564,8,79.72%,-7.45%
1987-04-05,Cats,"$459,422.00","$3,178.00",$38.25,12012,8,101.32%,0.15%
1987-04-05,Coastal Disturbances,"$85,557.00","-$3,179.00",$19.81,4319,8,89.38%,-3.48%
1987-04-05,Fences,"$149,041.00","$55,438.00",$15.65,9522,8,93.28%,28.22%
1987-04-05,I'm Not Rappaport,"$113,889.00","-$10,267.00",$25.38,4488,8,71.65%,-8.59%
1987-04-05,Jackie Mason's The World According to Me!,"$149,377.00","-$11,432.00",$22.97,6503,7,86.66%,-9.44%
1987-04-05,La Cage aux Folles,"$261,045.00","-$40,517.00",$31.09,8397,8,62.37%,-16.80%
1987-04-05,Les Mis¨¦rables,"$502,070.00","$4,895.00",$35.87,13997,8,99.86%,-0.26%
1987-04-05,Me and My Girl,"$520,629.00","-$2,158.00",$40.88,12735,8,101.39%,0.01%
1987-04-05,Oh! Calcutta!,"$45,116.00","-$3,795.00",$14.58,3094,10,62.00%,-4.81%
1987-04-05,Safe Sex,"$50,910.00","-$22,117.00",$19.45,2618,1,35.61%,-19.01%
1987-04-05,Stardust,"$39,443.00","-$14,095.00",$13.89,2839,8,39.87%,-19.78%
1987-04-05,Starlight Express,"$544,463.00","-$22,397.00",$41.57,13097,8,90.80%,-4.53%
1987-04-05,Sweet Sue,"$88,788.00","-$24,797.00",$22.40,3963,8,46.82%,-16.87%
1987-04-05,The Mikado,"$106,550.00",$0.00,$19.62,5430,5,56.37%,0.00%
1987-04-05,The Musical Comedy Murders of 1940,"$50,704.00",$0.00,$13.71,3698,0,56.23%,0.00%
1987-04-05,The Mystery of Edwin Drood,"$211,794.00","-$30,640.00",$26.97,7853,8,68.89%,-13.00%
1987-04-05,The Nerd,"$60,991.00","-$7,456.00",$19.24,3170,8,70.13%,-20.60%
1987-03-29,42nd Street,"$253,341.00","$8,940.00",$30.67,8261,8,62.39%,2.21%
1987-03-29,A Chorus Line,"$217,665.00","$11,710.00",$28.51,7636,8,64.84%,4.28%
1987-03-29,Big River,"$200,204.00","$2,437.00",$29.73,6733,8,82.67%,2.50%
1987-03-29,Blithe Spirit,"$262,249.00","$11,341.00",$29.93,8763,0,80.19%,-11.88%
1987-03-29,Broadway Bound,"$252,460.00","-$4,910.00",$30.52,8271,8,87.17%,-2.92%
1987-03-29,Cats,"$456,244.00","-$2,221.00",$38.04,11995,8,101.17%,-0.16%
1987-03-29,Coastal Disturbances,"$88,736.00",$373.00,$19.78,4487,8,92.86%,1.41%
1987-03-29,Death and the King's Horseman,"$90,087.00","$12,217.00",$15.51,5809,8,65.53%,2.92%
1987-03-29,Fences,"$93,603.00","$21,890.00",$14.09,6641,5,65.06%,11.14%
1987-03-29,I'm Not Rappaport,"$124,156.00","$2,265.00",$24.70,5026,8,80.24%,3.61%
1987-03-29,Jackie Mason's The World According to Me!,"$160,809.00","$8,105.00",$22.30,7211,7,96.10%,1.06%
1987-03-29,La Cage aux Folles,"$301,562.00","-$13,754.00",$28.29,10659,8,79.17%,-0.98%
1987-03-29,Les Mis¨¦rables,"$497,175.00","$55,092.00",$35.43,14033,8,100.12%,12.65%
1987-03-29,Me and My Girl,"$522,787.00",$721.00,$41.06,12733,8,101.38%,-0.01%
1987-03-29,Oh! Calcutta!,"$48,911.00","-$4,211.00",$14.67,3334,10,66.81%,-5.65%
1987-03-29,Safe Sex,"$73,027.00","$13,566.00",$18.18,4016,0,54.62%,-5.46%
1987-03-29,Stardust,"$53,538.00","-$2,973.00",$12.61,4247,8,59.65%,7.07%
1987-03-29,Starlight Express,"$566,860.00","$6,241.00",$41.23,13750,8,95.33%,0.65%
1987-03-29,Sweet Sue,"$113,585.00",$864.00,$22.07,5146,8,63.69%,5.19%
1987-03-29,The Mystery of Edwin Drood,"$242,434.00","$6,374.00",$25.97,9335,8,81.89%,9.37%
1987-03-29,The Nerd,"$68,447.00","$4,754.00",$16.69,4101,8,90.73%,-3.74%
1987-03-22,42nd Street,"$244,401.00","$35,392.00",$30.67,7968,8,60.18%,7.60%
1987-03-22,A Chorus Line,"$205,955.00","$28,973.00",$28.88,7131,8,60.56%,5.07%
1987-03-22,Big River,"$197,767.00","$25,016.00",$30.29,6529,8,80.17%,7.66%
1987-03-22,Blithe Spirit,"$250,908.00","$48,977.00",$24.94,10061,0,92.07%,16.28%
1987-03-22,Broadway Bound,"$257,370.00","$7,544.00",$30.11,8548,8,90.09%,3.60%
1987-03-22,Cats,"$458,465.00",$48.00,$38.16,12014,8,101.33%,0.02%
1987-03-22,Coastal Disturbances,"$88,363.00","$4,410.00",$20.00,4419,8,91.45%,-1.66%
1987-03-22,Death and the King's Horseman,"$77,870.00","$9,876.00",$14.03,5550,8,62.61%,8.50%
1987-03-22,Fences,"$71,713.00",$0.00,$13.03,5504,0,53.92%,0.00%
1987-03-22,I'm Not Rappaport,"$121,891.00","$14,523.00",$25.39,4800,8,76.63%,8.10%
1987-03-22,Jackie Mason's The World According to Me!,"$152,704.00","-$1,528.00",$21.41,7132,7,95.04%,1.02%
1987-03-22,La Cage aux Folles,"$315,316.00","$16,610.00",$29.22,10791,8,80.15%,4.07%
1987-03-22,Les Mis¨¦rables,"$442,083.00","$33,640.00",$36.06,12260,8,87.47%,-3.55%
1987-03-22,Me and My Girl,"$522,066.00","$2,280.00",$40.99,12735,8,101.39%,-0.01%
1987-03-22,Oh! Calcutta!,"$53,122.00","$6,510.00",$14.69,3616,10,72.46%,8.09%
1987-03-22,Safe Sex,"$59,461.00",$0.00,$17.95,3313,0,60.08%,0.00%
1987-03-22,Social Security,"$95,403.00","$14,785.00",$22.96,4155,8,47.74%,10.23%
1987-03-22,Stardust,"$56,511.00","$10,786.00",$15.09,3744,8,52.58%,6.23%
1987-03-22,Starlight Express,"$560,619.00","$74,198.00",$41.05,13657,8,94.68%,1.24%
1987-03-22,Sweet Sue,"$112,721.00","$15,317.00",$23.85,4727,8,58.50%,8.81%
1987-03-22,The Mystery of Edwin Drood,"$236,060.00","$33,192.00",$28.55,8267,8,72.52%,11.36%
1987-03-22,The Nerd,"$63,693.00","$13,693.00",$14.92,4270,1,94.47%,28.10%
1987-03-15,42nd Street,"$209,009.00","$23,571.00",$30.02,6962,8,52.58%,7.19%
1987-03-15,A Chorus Line,"$176,982.00","$30,288.00",$27.09,6534,8,55.49%,10.06%
1987-03-15,Big River,"$172,751.00","$37,770.00",$29.25,5905,8,72.51%,15.95%
1987-03-15,Blithe Spirit,"$201,931.00",$0.00,$24.38,8282,0,75.79%,0.00%
1987-03-15,Broadway Bound,"$249,826.00","$26,185.00",$30.44,8206,8,86.49%,7.59%
1987-03-15,Cats,"$458,417.00","$23,609.00",$38.17,12011,8,101.31%,2.27%
1987-03-15,Coastal Disturbances,"$83,953.00","$20,026.00",$18.66,4499,8,93.11%,19.74%
1987-03-15,Death and the King's Horseman,"$67,994.00","-$2,081.00",$14.18,4796,8,54.11%,-2.94%
1987-03-15,I'm Not Rappaport,"$107,368.00","$6,120.00",$25.01,4293,8,68.53%,4.18%
1987-03-15,Jackie Mason's The World According to Me!,"$154,232.00","$8,333.00",$21.86,7055,7,94.02%,7.21%
1987-03-15,La Cage aux Folles,"$298,706.00","$63,897.00",$29.16,10243,8,76.08%,15.20%
1987-03-15,Les Mis¨¦rables,"$408,443.00","-$22,525.00",$36.59,11163,4,91.02%,-8.59%
1987-03-15,Me and My Girl,"$519,786.00","$1,115.00",$40.81,12736,8,101.40%,1.39%
1987-03-15,Oh! Calcutta!,"$46,612.00","$4,694.00",$14.51,3212,10,64.37%,6.17%
1987-03-15,Social Security,"$80,618.00","$12,736.00",$24.69,3265,8,37.51%,5.38%
1987-03-15,Stardust,"$45,725.00","-$4,695.00",$13.86,3300,8,46.35%,-0.64%
1987-03-15,Starlight Express,"$486,421.00","$26,795.00",$36.09,13478,1,93.44%,0.61%
1987-03-15,Stepping Out,"$89,603.00","-$2,328.00",$21.72,4126,8,64.39%,-5.19%
1987-03-15,Sweet Charity,"$189,097.00","$40,782.00",$28.85,6554,8,50.54%,16.75%
1987-03-15,Sweet Sue,"$97,404.00","$15,413.00",$24.26,4015,8,49.69%,6.34%
1987-03-15,The House of Blue Leaves,"$124,759.00","$29,032.00",$21.03,5932,8,72.34%,14.06%
1987-03-15,The Mystery of Edwin Drood,"$202,868.00","$31,536.00",$29.10,6972,8,61.16%,9.97%
1987-03-15,The Nerd,"$50,000.00","$23,500.00",$16.67,3000,0,66.37%,49.19%
1987-03-08,42nd Street,"$185,438.00","$12,954.00",$30.86,6009,8,45.39%,2.40%
1987-03-08,A Chorus Line,"$146,694.00","$2,454.00",$27.42,5350,8,45.43%,-0.74%
1987-03-08,Big River,"$134,981.00","$13,955.00",$29.31,4606,8,56.56%,5.86%
1987-03-08,Broadway Bound,"$223,641.00","$10,974.00",$29.87,7486,8,78.90%,5.58%
1987-03-08,Cats,"$434,808.00","$3,445.00",$37.03,11742,8,99.04%,1.25%
1987-03-08,Coastal Disturbances,"$63,927.00","-$7,267.00",$18.03,3545,6,73.37%,-20.38%
1987-03-08,Death and the King's Horseman,"$70,075.00","$7,156.00",$13.86,5057,8,57.05%,2.67%
