week_ending,show,this_week_gross,diff_in_dollars,avg_ticket_price,seats_sold,perfs,percent_of_cap,diff_percent_of_cap
2016-01-31,An American in Paris,820725.5,304306.0,85.98,9545,8,0.7106,0.1348
2016-01-31,Chicago,422580.27,151737.84,75.6,5590,8,0.647,0.0956
2016-01-31,Beautiful: The Carole King Musical,905360.7,308956.2,116.69,7759,8,0.9453,0.046
2016-01-31,Fiddler on the Roof,1039910.4,382691.6,88.15,11797,8,0.8639,0.0737
2016-01-31,Finding Neverland,724729.0,81885.5,80.36,9018,8,0.7495,-0.0962
2016-01-31,Fun Home,488272.8,148152.93,93.52,5221,8,0.8819,0.0263
2016-01-31,Hamilton,1732653.0,427860.0,161.21,10748,8,1.017,-0.0002
2016-01-31,Jersey Boys,571964.2,227943.41,89.37,6400,8,0.6515,0.0674
2016-01-31,King Charles III,732327.5,274632.63,101.67,7203,8,0.9216,0.0753
2016-01-24,The Book of Mormon,968563.36,-527945.64,150.16,6450,6,1.0084,-0.0158
2016-01-24,Noises Off,300106.0,-82145.9,74.28,4040,6,0.9099,-0.0793
2016-01-24,On Your Feet!,732366.0,-414006.1,100.02,7322,6,0.7505,-0.0522
2016-01-24,Our Mother's Brief Affair,109716.4,-78096.9,35.11,3125,5,0.8013,-0.101
2016-01-24,School of Rock ¨C The Musical,526273.5,-547636.81,81.2,6481,6,0.7564,-0.1168
2016-01-24,Something Rotten!,427881.5,-344546.5,75.21,5689,6,0.6541,-0.1554
2016-01-24,Spring Awakening,545145.2,-59734.8,90.33,6035,6,0.9803,0.0515
2016-01-24,Wicked,983150.0,-607168.0,94.76,10375,6,0.9569,0.0277
2016-01-24,The Color Purple,549932.8,-339193.94,96.53,5697,6,0.9034,-0.0468
2016-01-24,The Curious Incident of the Dog in the Night-Time,344769.1,-220028.04,65.33,5277,6,0.8639,0.0456
2016-01-24,The Humans,32573.5,0.0,65.15,500,0,0.8651,0.0
2016-01-24,The King and I,444069.0,-296902.0,91.15,4872,6,0.7755,-0.0828
2016-01-24,The Lion King,1063039.5,-597131.5,121.49,8750,6,0.8599,-0.1211
2016-01-24,The Phantom of the Opera,397768.7,-237999.9,69.99,5683,6,0.5901,-0.0154
2016-01-24,Matilda The Musical,368576.0,-347966.3,66.61,5533,6,0.644,-0.1153
2016-01-24,Misery,391901.05,-336362.2,86.84,4513,6,0.6396,-0.0889
2016-01-24,Les Mis¨¦rables,405742.17,-296789.9,75.59,5368,6,0.635,-0.0967
2016-01-24,An American in Paris,516419.5,-382657.0,89.02,5801,6,0.5758,-0.1248
2016-01-24,Chicago,270842.43,-157407.82,75.8,3573,6,0.5514,-0.0815
2016-01-24,Kinky Boots,477467.88,-352420.12,86.97,5490,6,0.6426,-0.0848
2016-01-24,A View from the Bridge,325571.78,-200196.4,68.93,4723,6,0.771,-0.079
2016-01-24,Aladdin,831498.0,-529007.0,89.86,9253,6,0.893,-0.0938
2016-01-24,Allegiance,262561.5,-148482.35,65.53,4007,6,0.6318,-0.0129
2016-01-24,Beautiful: The Carole King Musical,596404.5,-397771.3,107.73,5536,6,0.8993,-0.0578
2016-01-24,China Doll,358927.52,-193673.59,95.13,3773,5,0.7059,-0.0018
2016-01-24,Fiddler on the Roof,657218.8,-455145.3,81.21,8093,6,0.7902,-0.0845
2016-01-24,Finding Neverland,642843.5,-179616.0,84.23,7632,6,0.8457,0.0967
2016-01-24,Fun Home,340119.87,-262936.81,89.53,3799,6,0.8556,-0.1238
2016-01-24,Hamilton,1304793.0,-464567.0,161.84,8062,6,1.0172,-0.0003
2016-01-24,Jersey Boys,344020.79,-324804.18,79.93,4304,6,0.5841,-0.1571
2016-01-24,King Charles III,457694.87,-234367.13,92.26,4961,6,0.8463,-0.0603
2016-01-17,On Your Feet!,1146372.1,24530.3,109.78,10442,8,0.8027,0.0487
2016-01-17,School of Rock ¨C The Musical,1073910.31,92088.21,107.65,9976,8,0.8732,0.038
2016-01-17,Our Mother's Brief Affair,187813.3,20481.3,40.03,4692,0,0.9023,0.2038
2016-01-17,Les Mis¨¦rables,702532.07,-11442.93,85.18,8248,8,0.7317,-0.0053
2016-01-17,Noises Off,382251.9,15449.2,65.28,5856,5,0.9892,0.0299
2016-01-17,Misery,728263.25,60225.92,106.25,6854,8,0.7285,0.022
2016-01-17,Spring Awakening,604880.0,-13458.7,79.34,7624,8,0.9288,0.0018
2016-01-17,Something Rotten!,772428.0,11774.3,79.3,9740,8,0.8095,0.0476
2016-01-17,Wicked,1590318.0,37996.0,118.4,13432,8,0.9292,0.0214
2016-01-17,The Book of Mormon,1496509.0,3546.0,171.34,8734,8,1.0242,0.0018
2016-01-17,The Color Purple,889126.74,101939.54,111.29,7989,8,0.9502,0.104
2016-01-17,The Curious Incident of the Dog in the Night-Time,564797.14,10362.14,84.75,6664,8,0.8183,-0.0142
2016-01-17,The King and I,740971.0,-53766.0,103.07,7189,8,0.8583,0.0049
2016-01-17,The Lion King,1660171.0,-151853.0,124.73,13310,8,0.981,-0.0133
2016-01-17,The Phantom of the Opera,635768.6,-134546.13,81.77,7775,8,0.6055,-0.113
2016-01-17,Matilda The Musical,716542.3,27513.3,82.38,8698,8,0.7593,-0.0253
2016-01-17,Chicago,428250.25,-69980.5,78.32,5468,8,0.6329,-0.0779
2016-01-17,Kinky Boots,829888.0,26081.5,100.16,8286,8,0.7274,0.0029
2016-01-17,King Charles III,692062.0,39749.2,97.67,7086,8,0.9066,0.0526
2016-01-17,A Gentleman's Guide to Love and Murder,677177.73,93110.48,94.3,7181,8,0.9897,0.0771
2016-01-17,A View from the Bridge,525768.18,-3626.82,75.73,6943,8,0.85,0.0126
2016-01-17,Aladdin,1360505.0,-10042.5,99.79,13633,8,0.9868,-0.0055
2016-01-17,Allegiance,411043.85,26561.9,75.39,5452,8,0.6447,0.016
2016-01-17,Beautiful: The Carole King Musical,994175.8,107806.7,126.55,7856,8,0.9571,0.0948
2016-01-17,An American in Paris,899076.5,43129.0,95.54,9410,8,0.7006,0.0688
2016-01-17,China Doll,552601.11,-78774.25,121.75,4539,6,0.7077,-0.0541
2016-01-17,Fiddler on the Roof,1112364.1,61180.15,93.12,11945,8,0.8747,0.0159
2016-01-17,Finding Neverland,822459.5,101960.5,91.26,9012,8,0.749,0.0398
2016-01-17,Fun Home,603056.68,67531.98,104.01,5798,8,0.9794,0.024
2016-01-17,Hamilton,1769360.0,56568.0,164.55,10753,8,1.0175,-0.0004
2016-01-17,Jersey Boys,668824.97,-92940.53,91.85,7282,8,0.7412,-0.0964
2016-01-10,The Book of Mormon,1492963.0,-531588.0,171.23,8719,8,1.0224,-0.0039
2016-01-10,Noises Off,366802.7,-71688.3,64.59,5679,0,0.9593,0.0211
2016-01-10,On Your Feet!,1121841.8,-373882.2,114.38,9808,8,0.754,-0.2099
2016-01-10,Our Mother's Brief Affair,167332.0,54138.0,52.65,3178,0,0.6985,0.0341
2016-01-10,School of Rock ¨C The Musical,981822.1,-689799.9,102.91,9541,8,0.8352,-0.1858
2016-01-10,Something Rotten!,760653.7,-394979.3,80.78,9416,8,0.7619,-0.0145
2016-01-10,Spring Awakening,618338.7,-70650.3,81.26,7609,8,0.927,0.0588
2016-01-10,Wicked,1552322.0,-1387774.0,118.29,13123,8,0.9078,-0.0798
2016-01-10,The Color Purple,787187.2,-216169.8,110.64,7115,8,0.8462,-0.1347
2016-01-10,The Curious Incident of the Dog in the Night-Time,554435.0,-235473.0,81.78,6780,8,0.8325,-0.0963
2016-01-10,The Gin Game,500356.83,150577.83,83.2,6014,8,0.9373,0.0628
2016-01-10,The King and I,794737.0,-256185.0,111.18,7148,8,0.8534,0.0191
2016-01-10,The Lion King,1812024.0,-1066481.0,134.31,13491,8,0.9943,-0.0014
2016-01-10,The Phantom of the Opera,770314.73,-880972.27,83.5,9225,8,0.7185,-0.2014
2016-01-10,Les Mis¨¦rables,713975.0,-531530.0,85.95,8307,8,0.737,-0.2585
2016-01-10,Matilda The Musical,689029.0,-867795.0,76.66,8988,8,0.7846,-0.22
2016-01-10,Misery,668037.33,-149377.67,100.5,6647,8,0.7065,-0.0169
2016-01-10,Kinky Boots,803806.5,-555623.5,97.4,8253,8,0.7245,-0.2104
2016-01-10,Chicago,498230.75,-535765.25,81.13,6141,8,0.7108,-0.2397
2016-01-10,King Charles III,652312.8,47479.8,97.72,6675,8,0.854,0.0252
2016-01-10,A Gentleman's Guide to Love and Murder,584067.25,-180113.75,88.2,6622,8,0.9126,-0.0638
2016-01-10,A View from the Bridge,529395.0,11167.0,77.4,6840,8,0.8374,-0.0287
2016-01-10,Aladdin,1370547.5,-1027562.5,99.97,13710,8,0.9923,-0.0076
2016-01-10,An American in Paris,855947.5,-493355.5,100.87,8486,8,0.6318,-0.2278
2016-01-10,Beautiful: The Carole King Musical,886369.1,-156265.9,125.23,7078,8,0.8623,-0.0949
2016-01-10,Allegiance,384481.95,-167856.05,72.33,5316,8,0.6287,-0.1988
2016-01-10,China Doll,631375.36,-66200.64,129.22,4886,6,0.7618,0.0519
2016-01-10,Fiddler on the Roof,1051183.95,-674080.05,89.63,11728,8,0.8588,-0.079
2016-01-10,Finding Neverland,720499.0,-757006.0,84.44,8533,8,0.7092,-0.2342
2016-01-10,Fun Home,535524.7,-181736.3,94.68,5656,8,0.9554,0.0024
2016-01-10,Hamilton,1712792.0,-246993.0,159.23,10757,8,1.0179,0.0011
2016-01-10,Jersey Boys,761765.5,-161188.5,92.57,8229,8,0.8376,-0.086
2016-01-03,The Book of Mormon,2024551.0,133195.37,205.62,9846,9,1.0263,0.0006
2016-01-03,Noises Off,438491.0,152808.8,78.95,5554,0,0.9382,0.1258
2016-01-03,Misery,817415.0,244564.75,120.1,6806,8,0.7234,0.1356
2016-01-03,On Your Feet!,1495724.0,256615.3,119.3,12538,8,0.9639,0.1553
2016-01-03,Our Mother's Brief Affair,113194.0,0.0,43.69,2591,0,0.6644,0.0
2016-01-03,School of Rock ¨C The Musical,1671622.0,165385.8,127.39,13122,9,1.021,0.003
2016-01-03,Something Rotten!,1155633.0,150087.0,111.61,10354,8,0.7764,0.0925
2016-01-03,Spring Awakening,688989.0,221736.5,85.94,8017,9,0.8682,0.0865
2016-01-03,Sylvia,391703.0,120308.5,56.36,6950,9,0.721,0.0363
2016-01-03,The Phantom of the Opera,1651287.0,192502.89,124.27,13288,9,0.9199,-0.0419
2016-01-03,The Color Purple,1003357.0,-5417.2,121.66,8247,8,0.9809,-0.0052
2016-01-03,The Curious Incident of the Dog in the Night-Time,789908.0,-2112.25,104.43,7564,8,0.9288,-0.0039
2016-01-03,The Gin Game,349779.0,98865.23,62.34,5611,8,0.8745,0.1859
2016-01-03,The Illusionists - Live On Broadway,1801327.0,438646.5,118.91,15149,13,0.8426,-0.0236
2016-01-03,Wicked,2940096.0,539176.0,171.75,17119,9,0.9876,-0.0034
2016-01-03,The King and I,1050922.0,-43100.0,150.39,6988,8,0.8343,-0.0568
2016-01-03,The Lion King,2878505.0,290430.0,189.4,15198,9,0.9957,-0.0045
2016-01-03,Th¨¦r¨¨se Raquin,370028.0,81797.0,67.87,5452,7,0.7643,0.1748
2016-01-03,Lord of the Dance: Dangerous Games,870337.0,372422.08,74.07,11750,9,0.6886,0.2384
2016-01-03,Matilda The Musical,1556824.0,384161.0,120.25,12947,9,1.0046,0.0166
2016-01-03,Allegiance,552338.0,66489.5,78.94,6997,8,0.8275,0.1436
2016-01-03,Les Mis¨¦rables,1245505.0,105579.2,111.0,11221,8,0.9955,0.0605
2016-01-03,Dames at Sea,211207.0,87482.0,51.91,4069,9,0.7755,0.2006
2016-01-03,Kinky Boots,1359430.0,283431.0,113.46,11982,9,0.9349,0.0953
2016-01-03,A Gentleman's Guide to Love and Murder,764181.0,225598.64,95.88,7970,9,0.9764,0.1185
2016-01-03,A View from the Bridge,518228.0,41141.5,73.26,7074,8,0.8661,0.1406
2016-01-03,Aladdin,2398110.0,302746.5,154.3,15542,9,0.9999,0.0074
2016-01-03,Beautiful: The Carole King Musical,1042635.0,66996.8,132.7,7857,8,0.9572,0.0757
2016-01-03,Chicago,1033996.0,381966.0,111.92,9239,9,0.9505,0.1254
2016-01-03,China Doll,697576.0,86801.0,131.32,5312,7,0.7099,0.0336
2016-01-03,An American in Paris,1349303.0,67274.5,116.86,11546,8,0.8596,0.0493
2016-01-03,Fiddler on the Roof,1725264.0,386009.0,119.74,14408,9,0.9378,-0.0223
2016-01-03,Finding Neverland,1477505.0,448260.5,115.7,12770,9,0.9434,0.0564
2016-01-03,Fun Home,717261.0,35866.8,127.13,5642,8,0.953,0.0565
2016-01-03,Hamilton,1959785.0,114948.0,182.39,10745,8,1.0168,-0.0001
2016-01-03,Hand to God,425669.0,137555.8,72.94,5836,8,0.9449,0.3107
2016-01-03,Jersey Boys,922954.0,19416.33,116.26,7939,7,0.9236,0.2107
2016-01-03,King Charles III,604833.0,30844.6,93.37,6478,8,0.8288,0.0187
2015-12-27,The Color Purple,1008774.2,154058.2,121.67,8291,8,0.9861,0.0142
2015-12-27,Misery,572850.25,-69269.75,118.38,4839,7,0.5878,-0.001
2015-12-27,Noises Off,285682.2,79192.2,67.89,4208,0,0.8124,-0.0117
2015-12-27,On Your Feet!,1239108.7,13288.7,117.81,10518,8,0.8086,-0.0439
2015-12-27,School of Rock ¨C The Musical,1506236.2,483128.2,129.51,11630,8,1.018,0.1701
2015-12-27,Something Rotten!,1005546.0,130152.0,110.26,9120,8,0.6839,-0.0448
2015-12-27,Spring Awakening,467252.5,11817.5,83.23,5614,7,0.7817,0.0488
2015-12-27,Sylvia,271394.5,16464.5,52.87,5133,7,0.6847,0.0729
2015-12-27,The Book of Mormon,1891355.63,278321.63,216.23,8747,8,1.0257,0.0031
2015-12-27,Lord of the Dance: Dangerous Games,497914.92,123452.92,64.82,7682,9,0.4502,0.0388
2015-12-27,The Curious Incident of the Dog in the Night-Time,792020.25,284766.25,104.27,7596,8,0.9327,0.2108
2015-12-27,The Gin Game,250913.77,-33017.23,56.79,4418,8,0.6886,0.1169
2015-12-27,The Illusionists - Live On Broadway,1362680.5,543180.5,113.76,11979,10,0.8662,0.0857
2015-12-27,Wicked,2400920.0,497702.0,162.25,14798,8,0.991,0.0089
2015-12-27,The King and I,1094022.0,352615.0,146.57,7464,8,0.8911,0.1271
2015-12-27,The Lion King,2588075.0,435779.0,190.72,13570,8,1.0002,0.0294
2015-12-27,The Phantom of the Opera,1458784.11,598751.11,118.12,12350,8,0.9618,0.2401
2015-12-27,Th¨¦r¨¨se Raquin,288231.0,-81534.0,68.54,4205,7,0.5895,0.0104
2015-12-27,Matilda The Musical,1172663.0,256574.0,118.4,9904,7,0.988,0.1454
2015-12-27,Allegiance,485848.5,143677.5,84.01,5783,8,0.6839,0.1446
2015-12-27,Les Mis¨¦rables,1139925.8,355801.8,108.16,10539,8,0.935,0.166
2015-12-27,Dames at Sea,123725.0,12666.0,52.74,2346,7,0.5749,0.0127
2015-12-27,Kinky Boots,1075999.0,231799.0,112.49,9565,8,0.8396,0.1079
2015-12-27,A Gentleman's Guide to Love and Murder,538582.36,55411.36,98.88,5447,7,0.8579,0.0441
2015-12-27,A View from the Bridge,477086.5,-8628.5,77.76,6135,8,0.7255,0.0292
2015-12-27,Aladdin,2095363.5,390544.5,152.81,13712,8,0.9925,0.0146
2015-12-27,Beautiful: The Carole King Musical,975638.2,36019.2,134.85,7235,8,0.8815,0.0127
2015-12-27,Chicago,652030.0,137519.0,104.53,6238,7,0.8251,0.1132
2015-12-27,China Doll,610775.0,-211755.0,140.8,4338,6,0.6763,-0.0568
2015-12-27,An American in Paris,1282028.5,216954.5,117.79,10884,8,0.8103,0.1511
2015-12-27,Fiddler on the Roof,1339255.0,502039.0,116.74,11472,7,0.9601,0.0945
2015-12-27,Finding Neverland,1029244.5,119675.5,110.22,9338,7,0.887,0.1169
2015-12-27,Fun Home,681394.2,136422.2,128.4,5307,8,0.8965,0.0242
2015-12-27,Hamilton,1844837.0,186239.0,171.66,10747,8,1.0169,0.0018
2015-12-27,Hand to God,288113.2,96782.2,73.55,3917,8,0.6342,0.1915
2015-12-27,Jersey Boys,903537.67,259020.67,114.68,7879,9,0.7129,0.0834
2015-12-27,King Charles III,573988.4,51384.4,90.65,6332,8,0.8101,0.126
2015-12-20,The Book of Mormon,1613034.0,19185.0,184.96,8721,8,1.0226,0.001
2015-12-20,Matilda The Musical,916089.0,139441.0,94.9,9653,8,0.8426,0.0742
2015-12-20,Misery,642120.0,-110503.0,115.93,5539,8,0.5888,-0.0751
2015-12-20,Noises Off,206490.0,0.0,67.72,3049,0,0.8241,0.0
2015-12-20,On Your Feet!,1225820.0,-105992.0,110.54,11089,8,0.8525,-0.0509
2015-12-20,School of Rock ¨C The Musical,1023108.0,66290.0,105.63,9686,8,0.8479,-0.067
2015-12-20,Something Rotten!,875394.0,10178.0,97.21,9005,8,0.7287,-0.015
2015-12-20,Spring Awakening,455435.0,74603.0,75.7,6016,8,0.7329,0.0611
2015-12-20,Sylvia,254930.0,-30058.0,48.63,5242,8,0.6118,-0.0353
2015-12-20,Th¨¦r¨¨se Raquin,369765.0,605.0,78.32,4721,8,0.5791,-0.0344
2015-12-20,The Color Purple,854716.0,158686.0,104.59,8172,8,0.9719,-0.0236
2015-12-20,The Curious Incident of the Dog in the Night-Time,507254.0,-50920.0,86.28,5879,8,0.7219,-0.026
2015-12-20,The Gin Game,283931.0,-72814.0,77.41,3668,8,0.5717,-0.0986
2015-12-20,The Illusionists - Live On Broadway,819500.0,86301.0,94.9,8635,8,0.7805,0.0835
2015-12-20,The King and I,741407.0,-41403.0,115.86,6399,8,0.764,0.003
2015-12-20,The Lion King,2152296.0,143310.0,163.4,13172,8,0.9708,-0.0161
2015-12-20,The Phantom of the Opera,860033.0,118745.0,92.82,9266,8,0.7217,0.0772
2015-12-20,Les Mis¨¦rables,784124.0,102558.0,90.46,8668,8,0.769,0.0949
2015-12-20,Lord of the Dance: Dangerous Games,374462.0,-17146.0,60.01,6240,8,0.4114,0.0216
2015-12-20,Wicked,1903218.0,170928.0,134.06,14197,8,0.9821,0.0187
2015-12-20,Kinky Boots,844200.0,-138839.0,101.28,8335,8,0.7317,-0.0568
2015-12-20,China Doll,822530.0,-100406.0,149.93,5486,7,0.7331,-0.201
2015-12-20,King Charles III,522604.0,-54558.0,97.74,5347,8,0.6841,0.0049
2015-12-20,A Gentleman's Guide to Love and Murder,483171.0,-50654.0,81.82,5905,8,0.8138,-0.0117
2015-12-20,A View from the Bridge,485715.0,-55850.0,82.49,5888,8,0.6963,-0.0714
2015-12-20,Aladdin,1704819.0,118325.0,126.19,13510,8,0.9779,0.0055
2015-12-20,An American in Paris,1065074.0,-209702.0,120.28,8855,8,0.6592,-0.1143
2015-12-20,Beautiful: The Carole King Musical,939619.0,-197428.0,131.76,7131,8,0.8688,-0.1095
2015-12-20,Chicago,514511.0,17234.0,83.65,6151,8,0.7119,0.0271
2015-12-20,Allegiance,342171.0,-56033.0,75.04,4560,8,0.5393,-0.0473
2015-12-20,Dames at Sea,111059.0,-5442.0,42.36,2622,8,0.5622,0.1049
2015-12-20,Fiddler on the Roof,837216.0,-210406.0,70.82,11821,1,0.8656,0.0067
2015-12-20,Finding Neverland,909569.0,11070.0,98.16,9266,8,0.7701,0.0341
2015-12-20,Fun Home,544972.0,-37994.0,105.53,5164,8,0.8723,-0.0051
2015-12-20,Hamilton,1658598.0,18964.0,154.6,10728,8,1.0151,0.0
2015-12-20,Hand to God,191331.0,-1316.0,69.98,2734,8,0.4427,-0.1018
2015-12-20,Jersey Boys,644517.0,-47381.0,104.22,6184,8,0.6295,-0.0474
2015-12-13,The Book of Mormon,1593849.0,57404.0,182.95,8712,8,1.0216,0.0045
2015-12-13,Lord of the Dance: Dangerous Games,391608.0,143987.0,66.23,5913,8,0.3898,0.0931
2015-12-13,Matilda The Musical,776648.0,-12378.0,88.23,8803,8,0.7684,-0.0087
2015-12-13,Misery,752623.0,-74664.0,120.5,6246,8,0.6639,-0.057
2015-12-13,On Your Feet!,1331812.0,48719.0,113.33,11752,8,0.9034,0.0236
2015-12-13,School of Rock ¨C The Musical,956818.0,287790.0,91.68,10437,8,0.9149,0.0301
2015-12-13,Something Rotten!,865216.0,-36671.0,94.14,9191,8,0.7437,0.0131
2015-12-13,Spring Awakening,380832.0,-9907.0,69.07,5514,8,0.6718,0.0445
2015-12-13,Sylvia,284988.0,3904.0,51.4,5544,8,0.6471,0.0309
2015-12-13,Th¨¦r¨¨se Raquin,369160.0,-40988.0,73.82,5001,8,0.6135,-0.0005
2015-12-13,The Color Purple,696030.0,-42928.0,83.16,8370,4,0.9955,0.1303
2015-12-13,The Curious Incident of the Dog in the Night-Time,558174.0,5312.0,91.64,6091,8,0.7479,0.0326
2015-12-13,The Gin Game,356745.0,138444.0,94.8,3763,7,0.6703,0.1543
2015-12-13,The Illusionists - Live On Broadway,733199.0,75865.0,95.07,7712,8,0.697,0.079
2015-12-13,The King and I,782810.0,-81331.0,122.81,6374,8,0.761,-0.08
2015-12-13,The Lion King,2008986.0,25166.0,150.04,13390,8,0.9869,0.0185
2015-12-13,The Phantom of the Opera,741288.0,-13327.0,89.58,8275,8,0.6445,-0.0263
2015-12-13,Wicked,1732290.0,48951.0,124.38,13927,8,0.9634,0.0265
2015-12-13,Les Mis¨¦rables,681566.0,-35767.0,89.69,7599,8,0.6741,-0.0276
2015-12-13,Kinky Boots,983039.0,-33240.0,109.43,8983,8,0.7885,-0.0151
2015-12-13,King Charles III,577162.0,8157.0,108.71,5309,8,0.6792,0.05
2015-12-13,China Doll,922936.0,-187026.0,154.05,5991,6,0.9341,-0.0381
2015-12-13,Jersey Boys,691898.0,-50058.0,104.05,6650,8,0.6769,-0.0486
2015-12-13,A Gentleman's Guide to Love and Murder,533825.0,36340.0,89.12,5990,8,0.8255,0.0518
2015-12-13,A View from the Bridge,541565.0,8314.0,83.42,6492,8,0.7677,-0.0107
2015-12-13,Aladdin,1586494.0,-19382.0,118.09,13435,8,0.9724,-0.0046
2015-12-13,An American in Paris,1274776.0,-95128.0,122.7,10389,8,0.7735,-0.0223
2015-12-13,Beautiful: The Carole King Musical,1137047.0,82588.0,141.6,8030,8,0.9783,0.0543
2015-12-13,Chicago,497277.0,16469.0,84.04,5917,8,0.6848,0.0209
2015-12-13,Allegiance,398204.0,5476.0,80.28,4960,8,0.5866,0.0054
2015-12-13,Dames at Sea,116501.0,-15087.0,54.62,2133,8,0.4573,0.0319
2015-12-13,Fiddler on the Roof,1047622.0,-14872.0,89.32,11729,0,0.8589,-0.0151
2015-12-13,Finding Neverland,898499.0,31032.0,101.47,8855,8,0.736,0.0146
2015-12-13,Fool For Love,250127.0,-68614.0,72.15,3467,7,0.7751,0.0335
2015-12-13,Fun Home,582966.0,11251.0,112.24,5194,8,0.8774,-0.0631
2015-12-13,Hamilton,1639634.0,25943.0,152.85,10727,8,1.0151,-0.0004
2015-12-13,Hand to God,192647.0,2442.0,57.28,3363,8,0.5445,0.1279
2015-12-06,The Color Purple,738958.0,2533.0,101.58,7275,0,0.8652,-0.021
2015-12-06,Matilda The Musical,789026.0,-369852.0,88.63,8902,8,0.7771,-0.1381
2015-12-06,Misery,827287.0,115916.0,121.98,6782,8,0.7209,0.1208
2015-12-06,On Your Feet!,1283093.0,21680.0,112.11,11445,8,0.8798,0.0315
2015-12-06,School of Rock ¨C The Musical,669028.0,-635223.0,63.6,10519,1,0.8848,-0.0913
2015-12-06,Something Rotten!,901887.0,-45504.0,97.32,9267,8,0.7306,0.0554
2015-12-06,Spring Awakening,390739.0,-47635.0,75.89,5149,8,0.6273,0.0417
2015-12-06,Sylvia,281084.0,-25412.0,53.24,5280,8,0.6162,0.0084
2015-12-06,The Book of Mormon,1536445.0,-234646.0,177.13,8674,8,1.0171,0.0043
2015-12-06,Wicked,1683339.0,-607534.0,124.29,13544,8,0.9369,0.0085
2015-12-06,The Curious Incident of the Dog in the Night-Time,552862.0,-163452.0,94.91,5825,8,0.7153,-0.0898
2015-12-06,The Gin Game,218301.0,-23616.0,75.35,2897,7,0.516,-0.0314
2015-12-06,The Illusionists - Live On Broadway,657334.0,-158776.0,96.14,6837,8,0.618,0.0702
2015-12-06,The King and I,864141.0,-102002.0,122.68,7044,8,0.841,0.0426
2015-12-06,The Lion King,1983820.0,-452678.0,150.99,13139,8,0.9684,-0.0275
2015-12-06,The Phantom of the Opera,754615.0,-291030.0,87.61,8613,8,0.6708,-0.1328
2015-12-06,Th¨¦r¨¨se Raquin,410148.0,46787.0,81.95,5005,8,0.614,0.0049
2015-12-06,Kinky Boots,1016279.0,61834.0,111.01,9155,8,0.8036,0.0339
2015-12-06,Lord of the Dance: Dangerous Games,247621.0,-64116.0,55.01,4501,8,0.2967,0.0275
2015-12-06,Les Mis¨¦rables,717333.0,-129729.0,90.7,7909,8,0.7017,-0.1137
2015-12-06,King Charles III,569005.0,-15945.0,115.7,4918,8,0.6292,-0.0653
2015-12-06,Dames at Sea,131588.0,4389.0,66.32,1984,8,0.4254,0.0519
2015-12-06,A Gentleman's Guide to Love and Murder,497485.0,-2071.0,88.62,5614,8,0.7737,0.0258
2015-12-06,A View from the Bridge,533251.0,9804.0,81.02,6582,8,0.7784,0.0374
2015-12-06,Aladdin,1605876.0,-442472.0,118.97,13498,8,0.977,-0.0098
2015-12-06,Allegiance,392728.0,-98150.0,79.9,4915,8,0.5812,-0.0503
2015-12-06,Beautiful: The Carole King Musical,1054459.0,83664.0,139.04,7584,8,0.924,0.0483
2015-12-06,Chicago,480808.0,-101493.0,83.82,5736,8,0.6639,-0.0952
2015-12-06,China Doll,1109962.0,416762.0,152.57,7275,4,0.9722,0.0122
2015-12-06,An American in Paris,1369904.0,64575.0,128.16,10689,8,0.7958,0.0286
2015-12-06,Fiddler on the Roof,1062494.0,-159222.0,89.02,11935,0,0.874,-0.0705
2015-12-06,Finding Neverland,867467.0,-214655.0,99.94,8680,8,0.7214,-0.1175
2015-12-06,Fool For Love,318741.0,73375.0,84.08,3791,8,0.7416,-0.0053
2015-12-06,Fun Home,571715.0,-152525.0,102.68,5568,8,0.9405,0.017
2015-12-06,Hamilton,1613691.0,-220195.0,150.36,10732,8,1.0155,-0.0007
2015-12-06,Hand to God,190205.0,-21590.0,73.92,2573,8,0.4166,-0.067
2015-12-06,Jersey Boys,741956.0,26574.0,104.11,7127,8,0.7255,0.0436
2015-11-29,The Book of Mormon,1771091.0,368249.0,182.27,9717,9,1.0128,-0.0068
2015-11-29,Matilda The Musical,1158878.0,475379.0,110.53,10485,8,0.9152,0.1888
2015-11-29,Misery,711371.0,-189098.0,126.0,5646,8,0.6001,-0.2172
2015-11-29,Old Times,365051.0,-35055.0,73.84,4944,8,0.8351,-0.0353
2015-11-29,On Your Feet!,1261413.0,-55613.0,114.31,11035,8,0.8483,-0.0963
2015-11-29,School of Rock ¨C The Musical,1304251.0,567539.0,112.4,11604,0,0.9761,0.1574
2015-11-29,Something Rotten!,947391.0,272419.0,110.62,8564,8,0.6752,0.0387
2015-11-29,Spring Awakening,438374.0,49431.0,91.19,4807,8,0.5856,-0.0963
2015-11-29,Sylvia,306496.0,-10537.0,58.85,5208,8,0.6078,-0.0236
2015-11-29,Wicked,2290873.0,782716.0,151.72,15099,9,0.9284,0.0339
2015-11-29,The Color Purple,736425.0,44499.0,98.84,7451,0,0.8862,-0.0526
2015-11-29,The Curious Incident of the Dog in the Night-Time,716314.0,166587.0,109.24,6557,8,0.8051,0.032
2015-11-29,The Gin Game,241917.0,-119114.0,78.72,3073,7,0.5474,-0.1457
2015-11-29,The King and I,966143.0,306445.0,144.48,6687,8,0.7984,0.0922
2015-11-29,The Lion King,2436498.0,723998.0,180.32,13512,8,0.9959,0.019
