,Show,Date,FB Likes,Likes Vs.Last Week,cleaned_FB Talking About,Talking Vs.Last Week,cleaned_FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,FB Talking About,FB Checkins,Month,Day,Year,outlier_detection
0,A Christmas Carol,2019/9/29,244.0,22.0,299.0,-84.0,0.0,0.0,60.0,2.0,257.0,25.0,Upcoming,Play,299,0.0,9,29,2019.0,0.0
1,A Christmas Carol,2019/9/22,222.0,0.0,383.0,0.0,0.0,0.0,58.0,0.0,232.0,0.0,Upcoming,Play,383,0.0,9,22,2019.0,0.0
2,Ain't Too Proud,2019/9/29,8451.0,152.0,4848.0,-178.0,18743.0,694.0,2971.0,38.0,13279.0,114.0,Current,Musical,4848,18743.0,9,29,2019.0,1.0
3,Ain't Too Proud,2019/9/22,8299.0,150.0,5026.0,1483.0,18049.0,646.0,2933.0,26.0,13165.0,95.0,Current,Musical,5026,18049.0,9,22,2019.0,1.0
4,Ain't Too Proud,2019/9/15,8149.0,113.0,3543.0,-668.0,17403.0,747.0,2907.0,23.0,13070.0,170.0,Current,Musical,3543,17403.0,9,15,2019.0,1.0
5,Ain't Too Proud,2019/9/8,8036.0,115.0,4211.0,-1398.0,16656.0,715.0,2884.0,18.0,12900.0,122.0,Current,Musical,4211,16656.0,9,8,2019.0,1.0
6,Ain't Too Proud,2019/9/1,7921.0,169.0,5609.0,-1359.0,15941.0,707.0,2866.0,36.0,12778.0,146.0,Current,Musical,5609,15941.0,9,1,2019.0,1.0
7,Ain't Too Proud,2019/8/25,7752.0,153.0,6968.0,4056.0,15234.0,669.0,2830.0,20.0,12632.0,82.0,Current,Musical,6968,15234.0,8,25,2019.0,1.0
8,Ain't Too Proud,2019/8/18,7599.0,67.0,2912.0,-1015.0,14565.0,709.0,2810.0,46.0,12550.0,121.0,Current,Musical,2912,14565.0,8,18,2019.0,1.0
9,Ain't Too Proud,2019/8/11,7532.0,89.0,3927.0,-472.0,13856.0,661.0,2764.0,23.0,12429.0,97.0,Current,Musical,3927,13856.0,8,11,2019.0,1.0
10,Ain't Too Proud,2019/8/4,7443.0,102.0,4399.0,-18.0,13195.0,708.0,2741.0,36.0,12332.0,83.0,Current,Musical,4399,13195.0,8,4,2019.0,1.0
11,Ain't Too Proud,2019/7/28,7341.0,122.0,4417.0,-540.0,12487.0,652.0,2705.0,13.0,12249.0,78.0,Current,Musical,4417,12487.0,7,28,2019.0,1.0
12,Ain't Too Proud,2019/7/22,7219.0,160.0,4957.0,1231.0,11835.0,623.0,2692.0,22.0,12171.0,193.0,Current,Musical,4957,11835.0,7,22,2019.0,1.0
13,Ain't Too Proud,2019/7/14,7059.0,76.0,3726.0,-734.0,11212.0,589.0,2670.0,35.0,11978.0,217.0,Current,Musical,3726,11212.0,7,14,2019.0,1.0
14,Ain't Too Proud,2019/7/7,6983.0,151.0,4460.0,1629.0,10623.0,681.0,2635.0,30.0,11761.0,248.0,Current,Musical,4460,10623.0,7,7,2019.0,1.0
15,Ain't Too Proud,2019/6/30,6832.0,71.0,2831.0,-3415.0,9942.0,605.0,2605.0,53.0,11513.0,198.0,Current,Musical,2831,9942.0,6,30,2019.0,1.0
16,Ain't Too Proud,2019/6/23,6761.0,131.0,6246.0,246.0,9337.0,685.0,2552.0,52.0,11315.0,266.0,Current,Musical,6246,9337.0,6,23,2019.0,1.0
17,Ain't Too Proud,2019/6/16,6630.0,129.0,6000.0,99.0,8652.0,631.0,2500.0,111.0,11049.0,691.0,Current,Musical,6000,8652.0,6,16,2019.0,1.0
18,Ain't Too Proud,2019/6/9,6501.0,249.0,5901.0,1634.0,8021.0,627.0,2389.0,345.0,10358.0,886.0,Current,Musical,5901,8021.0,6,9,2019.0,1.0
19,Ain't Too Proud,2019/6/2,6252.0,133.0,4267.0,-158.0,7394.0,581.0,2044.0,38.0,9472.0,273.0,Current,Musical,4267,7394.0,6,2,2019.0,1.0
20,Ain't Too Proud,2019/5/26,6119.0,200.0,4425.0,-2085.0,6813.0,715.0,2006.0,58.0,9199.0,253.0,Current,Musical,4425,6813.0,5,26,2019.0,1.0
21,Ain't Too Proud,2019/5/19,5919.0,382.0,6510.0,1363.0,6098.0,432.0,1948.0,41.0,8946.0,598.0,Current,Musical,6510,6098.0,5,19,2019.0,1.0
22,Ain't Too Proud,2019/5/12,5537.0,132.0,5147.0,-10143.0,5666.0,472.0,1907.0,66.0,8348.0,528.0,Current,Musical,5147,5666.0,5,12,2019.0,-1.0
23,Ain't Too Proud,2019/5/5,5405.0,520.0,15290.0,10034.545454545456,5194.0,363.0,1841.0,205.0,7820.0,906.0,Current,Musical,15290,5194.0,5,5,2019.0,-1.0
24,Ain't Too Proud,2019/4/28,4885.0,218.0,5255.454545454545,0.0,4831.0,432.0,1636.0,44.0,6914.0,251.0,Current,Musical,0,4831.0,4,28,2019.0,1.0
25,Ain't Too Proud,2019/4/21,4667.0,141.0,5255.454545454545,0.0,4399.0,368.0,1592.0,46.0,6663.0,239.0,Current,Musical,0,4399.0,4,21,2019.0,1.0
26,Ain't Too Proud,2019/4/14,4526.0,130.0,5255.454545454545,-2934.545454545455,4031.0,566.0,1546.0,89.0,6424.0,268.0,Current,Musical,0,4031.0,4,14,2019.0,1.0
27,Ain't Too Proud,2019/4/7,4396.0,290.0,8190.0,2578.0,3465.0,595.0,1457.0,194.0,6156.0,173.0,Current,Musical,8190,3465.0,4,7,2019.0,1.0
28,Ain't Too Proud,2019/3/31,4106.0,703.0,5612.0,-8817.0,2870.0,518.0,1263.0,64.0,5983.0,381.0,Current,Musical,5612,2870.0,3,31,2019.0,1.0
29,Ain't Too Proud,2019/3/24,3403.0,734.0,14429.0,9822.0,2352.0,662.0,1199.0,361.0,5602.0,1355.0,Current,Musical,14429,2352.0,3,24,2019.0,-1.0
30,Ain't Too Proud,2019/3/17,2669.0,228.0,4607.0,-19.0,1690.0,235.0,838.0,52.0,4247.0,265.0,Current,Musical,4607,1690.0,3,17,2019.0,1.0
31,Ain't Too Proud,2019/3/10,2441.0,415.0,4626.0,1629.0,1455.0,314.0,786.0,63.0,3982.0,328.0,Current,Musical,4626,1455.0,3,10,2019.0,-1.0
32,Ain't Too Proud,2019/3/3,2026.0,197.0,2997.0,769.0,1141.0,146.0,723.0,74.0,3654.0,337.0,Current,Musical,2997,1141.0,3,3,2019.0,1.0
33,Ain't Too Proud,2019/2/24,1829.0,85.0,2228.0,-119.0,995.0,4.0,649.0,23.0,3317.0,131.0,Upcoming,Musical,2228,995.0,2,24,2019.0,1.0
34,Ain't Too Proud,2019/2/17,1744.0,75.0,2347.0,186.0,991.0,6.0,626.0,10.0,3186.0,166.0,Upcoming,Musical,2347,991.0,2,17,2019.0,1.0
35,Ain't Too Proud,2019/2/10,1669.0,171.0,2161.0,-419.0,985.0,2.0,616.0,23.0,3020.0,125.0,Upcoming,Musical,2161,985.0,2,10,2019.0,1.0
36,Ain't Too Proud,2019/2/3,1498.0,57.0,2580.0,416.0,983.0,0.0,593.0,10.0,2895.0,147.0,Upcoming,Musical,2580,983.0,2,3,2019.0,1.0
37,Ain't Too Proud,2019/1/27,1441.0,177.0,2164.0,-986.0,983.0,4.0,583.0,12.0,2748.0,137.0,Upcoming,Musical,2164,983.0,1,27,2019.0,1.0
38,Ain't Too Proud,2019/1/20,1264.0,117.0,3150.0,446.0,979.0,2.0,571.0,45.0,2611.0,370.0,Upcoming,Musical,3150,979.0,1,20,2019.0,1.0
39,Ain't Too Proud,2019/1/13,1147.0,180.0,2704.0,-310.0,977.0,0.0,526.0,4.0,2241.0,104.0,Upcoming,Musical,2704,977.0,1,13,2019.0,1.0
40,Ain't Too Proud,2019/1/6,967.0,64.0,3014.0,-71.0,977.0,2.0,522.0,13.0,2137.0,93.0,Upcoming,Musical,3014,977.0,1,6,2019.0,1.0
41,Ain't Too Proud,2018/12/30,903.0,266.0,3085.0,1699.0,975.0,0.0,509.0,6.0,2044.0,147.0,Upcoming,Musical,3085,975.0,12,30,2018.0,1.0
42,Ain't Too Proud,2018/12/10,637.0,55.0,1386.0,1158.0,975.0,-1.0,503.0,4.0,1897.0,27.0,Upcoming,Musical,1386,975.0,12,10,2018.0,-1.0
43,Ain't Too Proud,2018/12/3,582.0,19.0,228.0,-532.0,976.0,-3.0,499.0,7.0,1870.0,11.0,Upcoming,Musical,228,976.0,12,3,2018.0,1.0
44,Ain't Too Proud,2018/11/26,563.0,125.0,760.0,306.0,979.0,-3.0,492.0,15.0,1859.0,53.0,Upcoming,Musical,760,979.0,11,26,2018.0,1.0
45,Ain't Too Proud,2018/11/18,438.0,34.0,454.0,179.0,982.0,152.0,477.0,8.0,1806.0,37.0,Upcoming,Musical,454,982.0,11,18,2018.0,1.0
46,Ain't Too Proud,2018/11/12,404.0,33.0,275.0,51.0,830.0,131.0,469.0,22.0,1769.0,30.0,Upcoming,Musical,275,830.0,11,12,2018.0,1.0
47,Ain't Too Proud,2018/11/4,371.0,24.0,224.0,50.0,699.0,118.0,447.0,7.0,1739.0,35.0,Upcoming,Musical,224,699.0,11,4,2018.0,1.0
48,Ain't Too Proud,2018/10/28,347.0,19.0,174.0,110.0,581.0,105.0,440.0,7.0,1704.0,49.0,Upcoming,Musical,174,581.0,10,28,2018.0,1.0
49,Ain't Too Proud,2018/10/21,328.0,28.0,64.0,-29.0,476.0,1.0,433.0,22.0,1655.0,115.0,Upcoming,Musical,64,476.0,10,21,2018.0,1.0
50,Ain't Too Proud,2018/10/14,300.0,11.0,93.0,-47.0,475.0,0.0,411.0,15.0,1540.0,49.0,Upcoming,Musical,93,475.0,10,14,2018.0,1.0
51,Ain't Too Proud,2018/10/7,289.0,35.0,140.0,-90.0,475.0,0.0,396.0,88.0,1491.0,32.0,Upcoming,Musical,140,475.0,10,7,2018.0,1.0
52,Ain't Too Proud,2018/9/30,254.0,0.0,230.0,0.0,475.0,0.0,308.0,0.0,1459.0,0.0,Upcoming,Musical,230,475.0,9,30,2018.0,1.0
53,Aladdin,2019/9/29,496991.0,2605.0,69694.0,-73439.0,214812.0,290.0,52262.0,56.0,292344.0,-178.0,Current,Musical,69694,214812.0,9,29,2019.0,1.0
54,Aladdin,2019/9/22,494386.0,4073.0,143133.0,93425.0,214522.0,285.0,52206.0,48.0,292522.0,-463.0,Current,Musical,143133,214522.0,9,22,2019.0,-1.0
55,Aladdin,2019/9/15,490313.0,2107.0,49708.0,46215.0,214237.0,3136.0,52158.0,546.0,292985.0,67.0,Current,Musical,49708,214237.0,9,15,2019.0,1.0
56,Aladdin,2019/7/14,488206.0,-42.0,3493.0,5.0,211101.0,353.0,51612.0,174.0,292918.0,1983.0,Current,Musical,3493,211101.0,7,14,2019.0,1.0
57,Aladdin,2019/7/7,488248.0,304.0,3488.0,-747.0,210748.0,347.0,51438.0,51.0,290935.0,2498.0,Current,Musical,3488,210748.0,7,7,2019.0,1.0
58,Aladdin,2019/6/30,487944.0,1433.0,4235.0,-4271.0,210401.0,1234.0,51387.0,426.0,288437.0,34075.0,Current,Musical,4235,210401.0,6,30,2019.0,1.0
59,Aladdin,2019/6/9,486511.0,814.0,8506.0,-11691.0,209167.0,422.0,50961.0,145.0,254362.0,30402.0,Current,Musical,8506,209167.0,6,9,2019.0,1.0
60,Aladdin,2019/6/2,485697.0,538.0,20197.0,12752.0,208745.0,446.0,50816.0,201.0,223960.0,43769.0,Current,Musical,20197,208745.0,6,2,2019.0,1.0
61,Aladdin,2019/5/26,485159.0,672.0,7445.0,-966.0,208299.0,347.0,50615.0,458.0,180191.0,45813.0,Current,Musical,7445,208299.0,5,26,2019.0,-1.0
62,Aladdin,2019/5/19,484487.0,486.0,8411.0,-5412.0,207952.0,422.0,50157.0,178.0,134378.0,5385.0,Current,Musical,8411,207952.0,5,19,2019.0,-1.0
63,Aladdin,2019/5/12,484001.0,557.0,13823.0,272.0,207530.0,490.0,49979.0,87.0,128993.0,4239.0,Current,Musical,13823,207530.0,5,12,2019.0,1.0
64,Aladdin,2019/5/5,483444.0,614.0,13551.0,-15256.0,207040.0,342.0,49892.0,29.0,124754.0,1368.0,Current,Musical,13551,207040.0,5,5,2019.0,1.0
65,Aladdin,2019/4/28,482830.0,620.0,28807.0,0.0,206698.0,464.0,49863.0,59.0,123386.0,1346.0,Current,Musical,0,206698.0,4,28,2019.0,1.0
66,Aladdin,2019/4/21,482210.0,267.0,28807.0,0.0,206234.0,480.0,49804.0,37.0,122040.0,958.0,Current,Musical,0,206234.0,4,21,2019.0,1.0
67,Aladdin,2019/4/14,481943.0,404.0,28807.0,143.0,205754.0,510.0,49767.0,98.0,121082.0,881.0,Current,Musical,0,205754.0,4,14,2019.0,1.0
68,Aladdin,2019/4/7,481539.0,1348.0,28664.0,26160.0,205244.0,611.0,49669.0,111.0,120201.0,1371.0,Current,Musical,28664,205244.0,4,7,2019.0,1.0
69,Aladdin,2019/3/31,480191.0,921.0,2504.0,-3234.0,204633.0,643.0,49558.0,119.0,118830.0,1115.0,Current,Musical,2504,204633.0,3,31,2019.0,1.0
70,Aladdin,2019/3/24,479270.0,426.0,5738.0,-35497.0,203990.0,593.0,49439.0,60.0,117715.0,1052.0,Current,Musical,5738,203990.0,3,24,2019.0,-1.0
71,Aladdin,2019/3/17,478844.0,1276.0,41235.0,39612.0,203397.0,443.0,49379.0,193.0,116663.0,1925.0,Current,Musical,41235,203397.0,3,17,2019.0,1.0
72,Aladdin,2019/3/10,477568.0,348.0,1623.0,-1711.0,202954.0,531.0,49186.0,-7.0,114738.0,337.0,Current,Musical,1623,202954.0,3,10,2019.0,1.0
73,Aladdin,2019/3/3,477220.0,624.0,3334.0,-314.0,202423.0,716.0,49193.0,27.0,114401.0,613.0,Current,Musical,3334,202423.0,3,3,2019.0,1.0
74,Aladdin,2019/2/24,476596.0,8.0,3648.0,-1695.0,201707.0,680.0,49166.0,36.0,113788.0,663.0,Current,Musical,3648,201707.0,2,24,2019.0,1.0
75,Aladdin,2019/2/17,476588.0,246.0,5343.0,-6223.0,201027.0,778.0,49130.0,85.0,113125.0,649.0,Current,Musical,5343,201027.0,2,17,2019.0,1.0
76,Aladdin,2019/2/10,476342.0,553.0,11566.0,8221.0,200249.0,876.0,49045.0,107.0,112476.0,624.0,Current,Musical,11566,200249.0,2,10,2019.0,-1.0
77,Aladdin,2019/2/3,475789.0,754.0,3345.0,-1020.0,199373.0,804.0,48938.0,7.0,111852.0,205.0,Current,Musical,3345,199373.0,2,3,2019.0,1.0
78,Aladdin,2019/1/27,475035.0,142.0,4365.0,82.0,198569.0,821.0,48931.0,-1.0,111647.0,344.0,Current,Musical,4365,198569.0,1,27,2019.0,1.0
79,Aladdin,2019/1/20,474893.0,370.0,4283.0,569.0,197748.0,784.0,48932.0,43.0,111303.0,157.0,Current,Musical,4283,197748.0,1,20,2019.0,1.0
80,Aladdin,2019/1/13,474523.0,536.0,3714.0,2359.0,196964.0,823.0,48889.0,13.0,111146.0,314.0,Current,Musical,3714,196964.0,1,13,2019.0,1.0
81,Aladdin,2019/1/6,473987.0,491.0,1355.0,337.0,196141.0,664.0,48876.0,15.0,110832.0,154.0,Current,Musical,1355,196141.0,1,6,2019.0,1.0
82,Aladdin,2018/12/30,473496.0,93.0,1018.0,-2565.0,195477.0,2136.0,48861.0,599.0,110678.0,1187.0,Current,Musical,1018,195477.0,12,30,2018.0,1.0
83,Aladdin,2018/12/10,473403.0,867.0,3583.0,679.0,193341.0,768.0,48262.0,34.0,109491.0,187.0,Current,Musical,3583,193341.0,12,10,2018.0,1.0
84,Aladdin,2018/12/3,472536.0,-269.0,2904.0,841.0,192573.0,764.0,48228.0,30.0,109304.0,248.0,Current,Musical,2904,192573.0,12,3,2018.0,1.0
85,Aladdin,2018/11/26,472805.0,463.0,2063.0,-1621.0,191809.0,665.0,48198.0,102.0,109056.0,476.0,Current,Musical,2063,191809.0,11,26,2018.0,1.0
86,Aladdin,2018/11/18,472342.0,-138.0,3684.0,-1240.0,191144.0,607.0,48096.0,21.0,108580.0,314.0,Current,Musical,3684,191144.0,11,18,2018.0,1.0
87,Aladdin,2018/11/12,472480.0,238.0,4924.0,797.0,190537.0,775.0,48075.0,-140.0,108266.0,486.0,Current,Musical,4924,190537.0,11,12,2018.0,1.0
88,Aladdin,2018/11/4,472242.0,454.0,4127.0,-222.0,189762.0,613.0,48215.0,80.0,107780.0,467.0,Current,Musical,4127,189762.0,11,4,2018.0,1.0
89,Aladdin,2018/10/28,471788.0,280.0,4349.0,-13512.0,189149.0,551.0,48135.0,35.0,107313.0,387.0,Current,Musical,4349,189149.0,10,28,2018.0,-1.0
90,Aladdin,2018/10/21,471508.0,558.0,17861.0,8461.0,188598.0,604.0,48100.0,51.0,106926.0,761.0,Current,Musical,17861,188598.0,10,21,2018.0,-1.0
91,Aladdin,2018/10/14,470950.0,608.0,9400.0,6844.0,187994.0,983.0,48049.0,680.0,106165.0,1884.0,Current,Musical,9400,187994.0,10,14,2018.0,-1.0
92,Aladdin,2018/9/30,470342.0,5676.0,2556.0,-5022.0,187011.0,5957.0,47369.0,416.0,104281.0,2034.0,Current,Musical,2556,187011.0,9,30,2018.0,-1.0
93,Aladdin,2018/7/30,464666.0,1.0,7578.0,0.0,181054.0,0.0,46953.0,-1.0,102247.0,104.0,Current,Musical,7578,181054.0,7,30,2018.0,1.0
94,Aladdin,2018/7/23,464665.0,1128.0,7578.0,-530.0,181054.0,695.0,46954.0,19.0,102143.0,138.0,Current,Musical,7578,181054.0,7,23,2018.0,1.0
95,Aladdin,2018/7/16,463537.0,1618.0,8108.0,5687.0,180359.0,676.0,46935.0,-422.0,102005.0,320.0,Current,Musical,8108,180359.0,7,16,2018.0,1.0
96,Aladdin,2018/7/9,461919.0,608.0,2421.0,-2102.0,179683.0,672.0,47357.0,20.0,101685.0,149.0,Current,Musical,2421,179683.0,7,9,2018.0,1.0
97,Aladdin,2018/7/2,461311.0,205.0,4523.0,1827.0,179011.0,733.0,47337.0,-13.0,101536.0,182.0,Current,Musical,4523,179011.0,7,2,2018.0,1.0
98,Aladdin,2018/6/25,461106.0,255.0,2696.0,-10228.976744186046,178278.0,707.5,47350.0,28.0,101354.0,223.0,Current,Musical,2696,178278.0,6,25,2018.0,1.0
99,Aladdin,2018/6/18,460851.0,616.0,12924.976744186046,4648.976744186046,177570.5,707.5,47322.0,68.0,101131.0,277.0,Current,Musical,0,177570.5,6,18,2018.0,1.0
100,Aladdin,2018/6/11,460235.0,565.0,8276.0,-67.0,176863.0,633.0,47254.0,52.0,100854.0,250.0,Current,Musical,8276,176863.0,6,11,2018.0,1.0
101,Aladdin,2018/6/4,459670.0,881.0,8343.0,-11145.0,176230.0,753.0,47202.0,66.0,100604.0,304.0,Current,Musical,8343,176230.0,6,4,2018.0,1.0
102,Aladdin,2018/5/28,458789.0,1220.0,19488.0,18241.0,175477.0,644.0,47136.0,17.0,100300.0,392.0,Current,Musical,19488,175477.0,5,28,2018.0,1.0
103,Aladdin,2018/5/21,457569.0,902.0,1247.0,-11372.744680851063,174833.0,724.0,47119.0,22.0,99908.0,183.0,Current,Musical,1247,174833.0,5,21,2018.0,1.0
104,Aladdin,2018/5/14,456667.0,566.0,12619.744680851063,11227.744680851063,174109.0,716.0,47097.0,61.0,99725.0,342.0,Current,Musical,0,174109.0,5,14,2018.0,1.0
105,Aladdin,2018/5/7,456101.0,1400.0,1392.0,-1963.0,173393.0,646.0,47036.0,61.0,99383.0,340.0,Current,Musical,1392,173393.0,5,7,2018.0,1.0
106,Aladdin,2018/4/30,454701.0,1484.0,3355.0,1564.0,172747.0,655.0,46975.0,54.0,99043.0,282.0,Current,Musical,3355,172747.0,4,30,2018.0,1.0
107,Aladdin,2018/4/23,453217.0,220.0,1791.0,429.0,172092.0,683.0,46921.0,44.0,98761.0,373.0,Current,Musical,1791,172092.0,4,23,2018.0,1.0
108,Aladdin,2018/4/16,452997.0,191.0,1362.0,-2525.0,171409.0,599.0,46877.0,76.0,98388.0,327.0,Current,Musical,1362,171409.0,4,16,2018.0,1.0
109,Aladdin,2018/4/9,452806.0,268.0,3887.0,-159.0,170810.0,554.0,46801.0,60.0,98061.0,252.0,Current,Musical,3887,170810.0,4,9,2018.0,1.0
110,Aladdin,2018/4/2,452538.0,422.0,4046.0,-8219.0,170256.0,625.0,46741.0,116.0,97809.0,606.0,Current,Musical,4046,170256.0,4,2,2018.0,1.0
111,Aladdin,2018/3/26,452116.0,1333.0,12265.0,7319.0,169631.0,501.0,46625.0,62.0,97203.0,1411.0,Current,Musical,12265,169631.0,3,26,2018.0,1.0
112,Aladdin,2018/3/19,450783.0,647.0,4946.0,-2586.0,169130.0,669.0,46563.0,53.0,95792.0,480.0,Current,Musical,4946,169130.0,3,19,2018.0,1.0
113,Aladdin,2018/3/12,450136.0,583.0,7532.0,6481.0,168461.0,800.0,46510.0,69.0,95312.0,377.0,Current,Musical,7532,168461.0,3,12,2018.0,1.0
114,Aladdin,2018/3/5,449553.0,393.0,1051.0,-2556.0,167661.0,959.0,46441.0,77.0,94935.0,556.0,Current,Musical,1051,167661.0,3,5,2018.0,1.0
115,Aladdin,2018/2/26,449160.0,499.0,3607.0,-6075.0,166702.0,851.0,46364.0,70.0,94379.0,708.0,Current,Musical,3607,166702.0,2,26,2018.0,1.0
116,Aladdin,2018/2/19,448661.0,423.0,9682.0,-444.0,165851.0,936.0,46294.0,37.0,93671.0,367.0,Current,Musical,9682,165851.0,2,19,2018.0,1.0
117,Aladdin,2018/2/12,448238.0,456.0,10126.0,-3618.0,164915.0,958.0,46257.0,65.0,93304.0,558.0,Current,Musical,10126,164915.0,2,12,2018.0,1.0
118,Aladdin,2018/2/5,447782.0,533.0,13744.0,10042.0,163957.0,1048.0,46192.0,159.0,92746.0,623.0,Current,Musical,13744,163957.0,2,5,2018.0,1.0
119,Aladdin,2018/1/29,447249.0,305.0,3702.0,423.0,162909.0,1128.0,46033.0,102.0,92123.0,653.0,Current,Musical,3702,162909.0,1,29,2018.0,1.0
120,Aladdin,2018/1/22,446944.0,377.0,3279.0,-5028.0,161781.0,929.0,45931.0,42.0,91470.0,577.0,Current,Musical,3279,161781.0,1,22,2018.0,1.0
121,Aladdin,2018/1/15,446567.0,369.0,8307.0,-7615.0,160852.0,755.0,45889.0,64.0,90893.0,916.0,Current,Musical,8307,160852.0,1,15,2018.0,1.0
122,Aladdin,2018/1/8,446198.0,802.0,15922.0,14912.0,160097.0,682.0,45825.0,43.0,89977.0,261.0,Current,Musical,15922,160097.0,1,8,2018.0,1.0
123,Aladdin,2018/1/2,445396.0,157.0,1010.0,-2573.0,159415.0,706.0,45782.0,29.0,89716.0,315.0,Current,Musical,1010,159415.0,1,2,2018.0,1.0
124,Aladdin,2017/12/26,445239.0,827.0,3583.0,1076.0,158709.0,762.0,45753.0,28.0,89401.0,328.0,Current,Musical,3583,158709.0,12,26,2017.0,1.0
125,Aladdin,2017/12/18,444412.0,342.0,2507.0,-105.0,157947.0,741.0,45725.0,52.0,89073.0,247.0,Current,Musical,2507,157947.0,12,18,2017.0,1.0
126,Aladdin,2017/12/11,444070.0,401.0,2612.0,-284.0,157206.0,794.0,45673.0,74.0,88826.0,377.0,Current,Musical,2612,157206.0,12,11,2017.0,1.0
127,Aladdin,2017/12/4,443669.0,461.0,2896.0,-603.0,156412.0,720.0,45599.0,60.0,88449.0,377.0,Current,Musical,2896,156412.0,12,4,2017.0,1.0
128,Aladdin,2017/11/27,443208.0,386.0,3499.0,467.0,155692.0,705.0,45539.0,116.0,88072.0,387.0,Current,Musical,3499,155692.0,11,27,2017.0,1.0
129,Aladdin,2017/11/20,442822.0,389.0,3032.0,-5211.0,154987.0,764.0,45423.0,97.0,87685.0,369.0,Current,Musical,3032,154987.0,11,20,2017.0,1.0
130,Aladdin,2017/11/13,442433.0,1061.0,8243.0,558.0,154223.0,849.0,45326.0,64.0,87316.0,457.0,Current,Musical,8243,154223.0,11,13,2017.0,1.0
131,Aladdin,2017/11/6,441372.0,2678.0,7685.0,2318.0,153374.0,625.0,45262.0,81.0,86859.0,410.0,Current,Musical,7685,153374.0,11,6,2017.0,1.0
132,Aladdin,2017/10/30,438694.0,948.0,5367.0,-8378.0,152749.0,777.0,45181.0,42.0,86449.0,377.0,Current,Musical,5367,152749.0,10,30,2017.0,1.0
133,Aladdin,2017/10/23,437746.0,2622.0,13745.0,1192.0,151972.0,604.0,45139.0,44.0,86072.0,363.0,Current,Musical,13745,151972.0,10,23,2017.0,1.0
134,Aladdin,2017/10/16,435124.0,3608.0,12553.0,-16411.0,151368.0,526.0,45095.0,36.0,85709.0,337.0,Current,Musical,12553,151368.0,10,16,2017.0,1.0
135,Aladdin,2017/10/9,431516.0,6248.0,28964.0,24859.0,150842.0,504.0,45059.0,24.0,85372.0,365.0,Current,Musical,28964,150842.0,10,9,2017.0,-1.0
136,Aladdin,2017/10/2,425268.0,1324.0,4105.0,-2761.0,150338.0,671.0,45035.0,33.0,85007.0,400.0,Current,Musical,4105,150338.0,10,2,2017.0,1.0
137,Aladdin,2017/9/25,423944.0,1346.0,6866.0,-99.0,149667.0,673.0,45002.0,33.0,84607.0,378.0,Current,Musical,6866,149667.0,9,25,2017.0,1.0
138,Aladdin,2017/9/18,422598.0,1170.0,6965.0,1190.0,148994.0,629.0,44969.0,78.0,84229.0,387.0,Current,Musical,6965,148994.0,9,18,2017.0,1.0
139,Aladdin,2017/9/11,421428.0,1567.0,5775.0,-12148.0,148365.0,736.0,44891.0,253.0,83842.0,391.0,Current,Musical,5775,148365.0,9,11,2017.0,1.0
140,Aladdin,2017/9/4,419861.0,8492.0,17923.0,5740.0,147629.0,491.0,44638.0,55.0,83451.0,505.0,Current,Musical,17923,147629.0,9,4,2017.0,1.0
141,Aladdin,2017/8/28,411369.0,5676.0,12183.0,3384.0,147138.0,454.0,44583.0,84.0,82946.0,410.0,Current,Musical,12183,147138.0,8,28,2017.0,1.0
142,Aladdin,2017/8/21,405693.0,1033.0,8799.0,4939.0,146684.0,556.0,44499.0,26227.0,82536.0,1049.0,Current,Musical,8799,146684.0,8,21,2017.0,1.0
143,Aladdin,2017/8/14,404660.0,567.0,3860.0,-2409.0,146128.0,410.0,18272.0,188.0,81487.0,554.0,Current,Musical,3860,146128.0,8,14,2017.0,1.0
144,Aladdin,2017/8/7,404093.0,976.0,6269.0,-842.0,145718.0,447.0,18084.0,180.0,80933.0,516.0,Current,Musical,6269,145718.0,8,7,2017.0,1.0
145,Aladdin,2017/7/31,403117.0,1342.0,7111.0,4735.0,145271.0,442.0,17904.0,192.0,80417.0,921.0,Current,Musical,7111,145271.0,7,31,2017.0,1.0
146,Aladdin,2017/7/24,401775.0,1379.0,2376.0,-1998.0,144829.0,434.0,17712.0,244.0,79496.0,632.0,Current,Musical,2376,144829.0,7,24,2017.0,1.0
147,Aladdin,2017/7/17,400396.0,920.0,4374.0,494.0,144395.0,324.0,17468.0,297.0,78864.0,550.0,Current,Musical,4374,144395.0,7,17,2017.0,1.0
148,Aladdin,2017/7/9,399476.0,930.0,3880.0,-3006.0,144071.0,463.0,17171.0,236.0,78314.0,277.0,Current,Musical,3880,144071.0,7,9,2017.0,1.0
149,Aladdin,2017/7/2,398546.0,1192.0,6886.0,119.0,143608.0,462.0,16935.0,260.0,78037.0,385.0,Current,Musical,6886,143608.0,7,2,2017.0,1.0
150,Aladdin,2017/6/25,397354.0,0.0,6767.0,0.0,143146.0,0.0,16675.0,0.0,77652.0,0.0,Current,Musical,6767,143146.0,6,25,2017.0,1.0
151,American Utopia,2019/9/29,813.0,70.0,530.0,76.0,0.0,0.0,579.0,33.0,1856.0,196.0,Upcoming,Play,530,0.0,9,29,2019.0,-1.0
