,Show,Date,FB Likes,Likes Vs.Last Week,cleaned_FB Talking About,Talking Vs.Last Week,cleaned_FB Checkins,Checkins vs.Last Week,Twitter Followers,Twitter vs.Last Week,Instagram Followers,IG Followers vs.Last Week,Current,Type,FB Talking About,FB Checkins,Month,Day,Year,outlier_detection
469,Chicago,2019/3/10,158935.0,16.0,1322.0,705.0,66099.0,432.0,16212.0,8.0,38237.0,251.0,Current,Musical,1322,66099.0,3,10,2019.0,1.0
470,Chicago,2019/3/3,158919.0,-14.0,617.0,-4.0,65667.0,458.0,16204.0,1.0,37986.0,111.0,Current,Musical,617,65667.0,3,3,2019.0,1.0
471,Chicago,2019/2/24,158933.0,-12.0,621.0,-302.0,65209.0,449.0,16203.0,5.0,37875.0,145.0,Current,Musical,621,65209.0,2,24,2019.0,1.0
472,Chicago,2019/2/17,158945.0,-13.0,923.0,-82.0,64760.0,521.0,16198.0,8.0,37730.0,153.0,Current,Musical,923,64760.0,2,17,2019.0,1.0
473,Chicago,2019/2/10,158958.0,-32.0,1005.0,-74.0,64239.0,576.0,16190.0,-1.0,37577.0,294.0,Current,Musical,1005,64239.0,2,10,2019.0,1.0
474,Chicago,2019/2/3,158990.0,-16.0,1079.0,11.0,63663.0,455.0,16191.0,10.0,37283.0,379.0,Current,Musical,1079,63663.0,2,3,2019.0,1.0
475,Chicago,2019/1/27,159006.0,14.0,1068.0,-688.0,63208.0,537.0,16181.0,12.0,36904.0,205.0,Current,Musical,1068,63208.0,1,27,2019.0,1.0
476,Chicago,2019/1/20,158992.0,16.0,1756.0,728.0,62671.0,571.0,16169.0,30.0,36699.0,83.0,Current,Musical,1756,62671.0,1,20,2019.0,1.0
477,Chicago,2019/1/13,158976.0,46.0,1028.0,258.0,62100.0,486.0,16139.0,-7.0,36616.0,200.0,Current,Musical,1028,62100.0,1,13,2019.0,1.0
478,Chicago,2019/1/6,158930.0,19.0,770.0,-88.0,61614.0,272.0,16146.0,13.0,36416.0,91.0,Current,Musical,770,61614.0,1,6,2019.0,1.0
479,Chicago,2018/12/30,158911.0,-47.0,858.0,-97.0,61342.0,1526.0,16133.0,22.0,36325.0,433.0,Current,Musical,858,61342.0,12,30,2018.0,1.0
480,Chicago,2018/12/10,158958.0,-8.0,955.0,26.0,59816.0,539.0,16111.0,7.0,35892.0,146.0,Current,Musical,955,59816.0,12,10,2018.0,1.0
481,Chicago,2018/12/3,158966.0,8.0,929.0,-18.0,59277.0,661.0,16104.0,-4.0,35746.0,129.0,Current,Musical,929,59277.0,12,3,2018.0,1.0
482,Chicago,2018/11/26,158958.0,-22.0,947.0,-511.0,58616.0,448.0,16108.0,8.0,35617.0,243.0,Current,Musical,947,58616.0,11,26,2018.0,1.0
483,Chicago,2018/11/18,158980.0,36.0,1458.0,394.0,58168.0,487.0,16100.0,16.0,35374.0,197.0,Current,Musical,1458,58168.0,11,18,2018.0,1.0
484,Chicago,2018/11/12,158944.0,10.0,1064.0,217.0,57681.0,429.0,16084.0,-83.0,35177.0,82.0,Current,Musical,1064,57681.0,11,12,2018.0,1.0
485,Chicago,2018/11/4,158934.0,9.0,847.0,-8.0,57252.0,376.0,16167.0,10.0,35095.0,115.0,Current,Musical,847,57252.0,11,4,2018.0,1.0
486,Chicago,2018/10/28,158925.0,30.0,855.0,-18.0,56876.0,370.0,16157.0,-6.0,34980.0,139.0,Current,Musical,855,56876.0,10,28,2018.0,1.0
487,Chicago,2018/10/21,158895.0,31.0,873.0,76.0,56506.0,251.0,16163.0,28.0,34841.0,132.0,Current,Musical,873,56506.0,10,21,2018.0,1.0
488,Chicago,2018/10/14,158864.0,25.0,797.0,-82.0,56255.0,381.0,16135.0,54.0,34709.0,96.0,Current,Musical,797,56255.0,10,14,2018.0,1.0
489,Chicago,2018/10/7,158839.0,7.0,879.0,379.0,55874.0,272.0,16081.0,37.0,34613.0,169.0,Current,Musical,879,55874.0,10,7,2018.0,1.0
490,Chicago,2018/9/30,158832.0,70.0,500.0,30.0,55602.0,2117.0,16044.0,70.0,34444.0,1854.0,Current,Musical,500,55602.0,9,30,2018.0,1.0
491,Chicago,2018/7/30,158762.0,2.0,470.0,1.0,53485.0,0.0,15974.0,0.0,32590.0,47.0,Current,Musical,470,53485.0,7,30,2018.0,1.0
492,Chicago,2018/7/23,158760.0,-3.0,469.0,74.0,53485.0,85.0,15974.0,-1.0,32543.0,12.0,Current,Musical,469,53485.0,7,23,2018.0,1.0
493,Chicago,2018/7/16,158763.0,-22.0,395.0,-455.0,53400.0,90.0,15975.0,-355.0,32531.0,89.0,Current,Musical,395,53400.0,7,16,2018.0,1.0
494,Chicago,2018/7/9,158785.0,-37.0,850.0,375.0,53310.0,85.0,16330.0,11.0,32442.0,97.0,Current,Musical,850,53310.0,7,9,2018.0,1.0
495,Chicago,2018/7/2,158822.0,-32.0,475.0,-353.0,53225.0,59.0,16319.0,-8.0,32345.0,48.0,Current,Musical,475,53225.0,7,2,2018.0,1.0
496,Chicago,2018/6/25,158854.0,-35.0,828.0,-345.03703703703695,53166.0,39.5,16327.0,0.0,32297.0,-17.0,Current,Musical,828,53166.0,6,25,2018.0,1.0
497,Chicago,2018/6/18,158889.0,-14.0,1173.037037037037,403.03703703703695,53126.5,39.5,16327.0,19.0,32314.0,80.0,Current,Musical,0,53126.5,6,18,2018.0,1.0
498,Chicago,2018/6/11,158903.0,15.0,770.0,44.0,53087.0,7.0,16308.0,29.0,32234.0,73.0,Current,Musical,770,53087.0,6,11,2018.0,1.0
499,Chicago,2018/6/4,158888.0,19.0,726.0,307.0,53080.0,20.0,16279.0,7.0,32161.0,81.0,Current,Musical,726,53080.0,6,4,2018.0,1.0
500,Chicago,2018/5/28,158869.0,6.0,419.0,-197.0,53060.0,23.0,16272.0,-5.0,32080.0,33.0,Current,Musical,419,53060.0,5,28,2018.0,1.0
501,Chicago,2018/5/21,158863.0,-39.0,616.0,-270.0,53037.0,23.0,16277.0,27.0,32047.0,70.0,Current,Musical,616,53037.0,5,21,2018.0,1.0
502,Chicago,2018/5/14,158902.0,-14.0,886.0,117.0,53014.0,20.0,16250.0,26.0,31977.0,153.0,Current,Musical,886,53014.0,5,14,2018.0,1.0
503,Chicago,2018/5/7,158916.0,9.0,769.0,-174.0,52994.0,36.0,16224.0,11.0,31824.0,155.0,Current,Musical,769,52994.0,5,7,2018.0,1.0
504,Chicago,2018/4/30,158907.0,-16.0,943.0,26.0,52958.0,15.0,16213.0,15.0,31669.0,99.0,Current,Musical,943,52958.0,4,30,2018.0,1.0
505,Chicago,2018/4/23,158923.0,-29.0,917.0,-12.0,52943.0,25.0,16198.0,9.0,31570.0,72.0,Current,Musical,917,52943.0,4,23,2018.0,1.0
506,Chicago,2018/4/16,158952.0,-7.0,929.0,-5.0,52918.0,0.0,16189.0,15.0,31498.0,149.0,Current,Musical,929,52918.0,4,16,2018.0,1.0
507,Chicago,2018/4/9,158959.0,-12.0,934.0,277.0,52918.0,11.0,16174.0,22.0,31349.0,109.0,Current,Musical,934,52918.0,4,9,2018.0,1.0
508,Chicago,2018/4/2,158971.0,-22.0,657.0,-190.0,52907.0,44.0,16152.0,26.0,31240.0,143.0,Current,Musical,657,52907.0,4,2,2018.0,1.0
509,Chicago,2018/3/26,158993.0,-42.0,847.0,61.0,52863.0,40.0,16126.0,19.0,31097.0,138.0,Current,Musical,847,52863.0,3,26,2018.0,1.0
510,Chicago,2018/3/19,159035.0,7.0,786.0,-93.0,52823.0,42.0,16107.0,35.0,30959.0,169.0,Current,Musical,786,52823.0,3,19,2018.0,1.0
511,Chicago,2018/3/12,159028.0,101.0,879.0,-35.0,52781.0,44.0,16072.0,8.0,30790.0,311.0,Current,Musical,879,52781.0,3,12,2018.0,1.0
512,Chicago,2018/3/5,158927.0,26.0,914.0,71.0,52737.0,58.0,16064.0,13.0,30479.0,132.0,Current,Musical,914,52737.0,3,5,2018.0,1.0
513,Chicago,2018/2/26,158901.0,11.0,843.0,-326.0,52679.0,46.0,16051.0,12.0,30347.0,141.0,Current,Musical,843,52679.0,2,26,2018.0,1.0
514,Chicago,2018/2/19,158890.0,45.0,1169.0,-128.0,52633.0,29.0,16039.0,21.0,30206.0,237.0,Current,Musical,1169,52633.0,2,19,2018.0,1.0
515,Chicago,2018/2/12,158845.0,55.0,1297.0,-2616.0,52604.0,22.0,16018.0,21.0,29969.0,313.0,Current,Musical,1297,52604.0,2,12,2018.0,-1.0
516,Chicago,2018/2/5,158790.0,250.0,3913.0,-9204.0,52582.0,42.0,15997.0,30.0,29656.0,184.0,Current,Musical,3913,52582.0,2,5,2018.0,-1.0
517,Chicago,2018/1/29,158540.0,758.0,13117.0,11323.0,52540.0,23.0,15967.0,38.0,29472.0,237.0,Current,Musical,13117,52540.0,1,29,2018.0,-1.0
518,Chicago,2018/1/22,157782.0,41.0,1794.0,865.0,52517.0,11.0,15929.0,128.0,29235.0,1254.0,Current,Musical,1794,52517.0,1,22,2018.0,1.0
519,Chicago,2018/1/15,157741.0,63.0,929.0,-50.0,52506.0,18.0,15801.0,52.0,27981.0,320.0,Current,Musical,929,52506.0,1,15,2018.0,1.0
520,Chicago,2018/1/8,157678.0,73.0,979.0,10.0,52488.0,44.0,15749.0,20.0,27661.0,185.0,Current,Musical,979,52488.0,1,8,2018.0,1.0
521,Chicago,2018/1/2,157605.0,61.0,969.0,-641.0,52444.0,25.0,15729.0,7.0,27476.0,107.0,Current,Musical,969,52444.0,1,2,2018.0,1.0
522,Chicago,2017/12/26,157544.0,82.0,1610.0,107.0,52419.0,17.0,15722.0,17.0,27369.0,234.0,Current,Musical,1610,52419.0,12,26,2017.0,1.0
523,Chicago,2017/12/18,157462.0,91.0,1503.0,-310.0,52402.0,33.0,15705.0,32.0,27135.0,187.0,Current,Musical,1503,52402.0,12,18,2017.0,1.0
524,Chicago,2017/12/11,157371.0,140.0,1813.0,170.0,52369.0,19.0,15673.0,20.0,26948.0,179.0,Current,Musical,1813,52369.0,12,11,2017.0,1.0
525,Chicago,2017/12/4,157231.0,141.0,1643.0,-1350.0,52350.0,-6.0,15653.0,38.0,26769.0,911.0,Current,Musical,1643,52350.0,12,4,2017.0,1.0
526,Chicago,2017/11/27,157090.0,188.0,2993.0,-2519.0,52356.0,85.0,15615.0,22.0,25858.0,553.0,Current,Musical,2993,52356.0,11,27,2017.0,-1.0
527,Chicago,2017/11/20,156902.0,167.0,5512.0,4726.0,52271.0,17.0,15593.0,76.0,25305.0,1179.0,Current,Musical,5512,52271.0,11,20,2017.0,-1.0
528,Chicago,2017/11/13,156735.0,22.0,786.0,-350.0,52254.0,35.0,15517.0,11.0,24126.0,76.0,Current,Musical,786,52254.0,11,13,2017.0,1.0
529,Chicago,2017/11/6,156713.0,11.0,1136.0,545.0,52219.0,24.0,15506.0,3.0,24050.0,61.0,Current,Musical,1136,52219.0,11,6,2017.0,1.0
530,Chicago,2017/10/30,156702.0,47.0,591.0,-213.0,52195.0,34.0,15503.0,10.0,23989.0,113.0,Current,Musical,591,52195.0,10,30,2017.0,1.0
531,Chicago,2017/10/23,156655.0,36.0,804.0,-135.0,52161.0,3.0,15493.0,11.0,23876.0,67.0,Current,Musical,804,52161.0,10,23,2017.0,1.0
532,Chicago,2017/10/16,156619.0,2.0,939.0,154.0,52158.0,27.0,15482.0,17.0,23809.0,68.0,Current,Musical,939,52158.0,10,16,2017.0,1.0
533,Chicago,2017/10/9,156617.0,16.0,785.0,295.0,52131.0,-5.0,15465.0,12.0,23741.0,49.0,Current,Musical,785,52131.0,10,9,2017.0,1.0
534,Chicago,2017/10/2,156601.0,1.0,490.0,-269.0,52136.0,15.0,15453.0,4.0,23692.0,124.0,Current,Musical,490,52136.0,10,2,2017.0,1.0
535,Chicago,2017/9/25,156600.0,16.0,759.0,-183.0,52121.0,3.0,15449.0,18.0,23568.0,60.0,Current,Musical,759,52121.0,9,25,2017.0,1.0
536,Chicago,2017/9/18,156584.0,42.0,942.0,202.0,52118.0,16.0,15431.0,5.0,23508.0,19.0,Current,Musical,942,52118.0,9,18,2017.0,1.0
537,Chicago,2017/9/11,156542.0,16.0,740.0,131.0,52102.0,18.0,15426.0,19.0,23489.0,70.0,Current,Musical,740,52102.0,9,11,2017.0,1.0
538,Chicago,2017/9/4,156526.0,59.0,609.0,-958.0,52084.0,21.0,15407.0,5.0,23419.0,137.0,Current,Musical,609,52084.0,9,4,2017.0,1.0
539,Chicago,2017/8/28,156467.0,96.0,1567.0,465.0,52063.0,11.0,15402.0,18.0,23282.0,171.0,Current,Musical,1567,52063.0,8,28,2017.0,1.0
540,Chicago,2017/8/21,156371.0,111.0,1102.0,-1126.0,52052.0,13.0,15384.0,13.0,23111.0,236.0,Current,Musical,1102,52052.0,8,21,2017.0,1.0
541,Chicago,2017/8/14,156260.0,162.0,2228.0,118.0,52039.0,16.0,15371.0,20.0,22875.0,167.0,Current,Musical,2228,52039.0,8,14,2017.0,1.0
542,Chicago,2017/8/7,156098.0,130.0,2110.0,64.0,52023.0,14.0,15351.0,28.0,22708.0,105.0,Current,Musical,2110,52023.0,8,7,2017.0,1.0
543,Chicago,2017/7/31,155968.0,116.0,2046.0,1150.0,52009.0,25.0,15323.0,15.0,22603.0,147.0,Current,Musical,2046,52009.0,7,31,2017.0,1.0
544,Chicago,2017/7/24,155852.0,77.0,896.0,33.0,51984.0,20.0,15308.0,13.0,22456.0,106.0,Current,Musical,896,51984.0,7,24,2017.0,1.0
545,Chicago,2017/7/17,155775.0,123.0,863.0,47.0,51964.0,32.0,15295.0,19.0,22350.0,55.0,Current,Musical,863,51964.0,7,17,2017.0,1.0
546,Chicago,2017/7/9,155652.0,101.0,816.0,-1675.0,51932.0,30.0,15276.0,42.0,22295.0,83.0,Current,Musical,816,51932.0,7,9,2017.0,1.0
547,Chicago,2017/7/2,155551.0,163.0,2491.0,913.0,51902.0,20.0,15234.0,29.0,22212.0,54.0,Current,Musical,2491,51902.0,7,2,2017.0,1.0
548,Chicago,2017/6/25,155388.0,0.0,1578.0,0.0,51882.0,0.0,15205.0,0.0,22158.0,0.0,Current,Musical,1578,51882.0,6,25,2017.0,1.0
549,Come From Away,2019/9/29,125766.0,538.0,4645.0,237.0,56680.0,419.0,24936.0,74.0,58399.0,332.0,Current,Musical,4645,56680.0,9,29,2019.0,1.0
550,Come From Away,2019/9/22,125228.0,596.0,4408.0,-11164.0,56261.0,443.0,24862.0,132.0,58067.0,433.0,Current,Musical,4408,56261.0,9,22,2019.0,-1.0
551,Come From Away,2019/9/15,124632.0,1035.0,15572.0,9712.0,55818.0,540.0,24730.0,208.0,57634.0,630.0,Current,Musical,15572,55818.0,9,15,2019.0,-1.0
552,Come From Away,2019/9/8,123597.0,497.0,5860.0,947.0,55278.0,501.0,24522.0,87.0,57004.0,202.0,Current,Musical,5860,55278.0,9,8,2019.0,1.0
553,Come From Away,2019/9/1,123100.0,717.0,4913.0,938.0,54777.0,399.0,24435.0,103.0,56802.0,362.0,Current,Musical,4913,54777.0,9,1,2019.0,1.0
554,Come From Away,2019/8/25,122383.0,712.0,3975.0,7.0,54378.0,387.0,24332.0,90.0,56440.0,255.0,Current,Musical,3975,54378.0,8,25,2019.0,1.0
555,Come From Away,2019/8/18,121671.0,660.0,3968.0,-228.0,53991.0,423.0,24242.0,94.0,56185.0,456.0,Current,Musical,3968,53991.0,8,18,2019.0,1.0
556,Come From Away,2019/8/11,121011.0,607.0,4196.0,-2679.0,53568.0,396.0,24148.0,100.0,55729.0,422.0,Current,Musical,4196,53568.0,8,11,2019.0,1.0
557,Come From Away,2019/8/4,120404.0,779.0,6875.0,760.0,53172.0,414.0,24048.0,94.0,55307.0,390.0,Current,Musical,6875,53172.0,8,4,2019.0,1.0
558,Come From Away,2019/7/28,119625.0,640.0,6115.0,2154.0,52758.0,430.0,23954.0,116.0,54917.0,516.0,Current,Musical,6115,52758.0,7,28,2019.0,1.0
559,Come From Away,2019/7/22,118985.0,714.0,3961.0,-456.0,52328.0,465.0,23838.0,113.0,54401.0,531.0,Current,Musical,3961,52328.0,7,22,2019.0,1.0
560,Come From Away,2019/7/14,118271.0,770.0,4417.0,-857.0,51863.0,379.0,23725.0,360.0,53870.0,513.0,Current,Musical,4417,51863.0,7,14,2019.0,1.0
561,Come From Away,2019/7/7,117501.0,793.0,5274.0,-645.0,51484.0,417.0,23365.0,60.0,53357.0,608.0,Current,Musical,5274,51484.0,7,7,2019.0,1.0
562,Come From Away,2019/6/30,116708.0,770.0,5919.0,1303.0,51067.0,376.0,23305.0,90.0,52749.0,569.0,Current,Musical,5919,51067.0,6,30,2019.0,1.0
563,Come From Away,2019/6/23,115938.0,671.0,4616.0,1219.0,50691.0,327.0,23215.0,65.0,52180.0,458.0,Current,Musical,4616,50691.0,6,23,2019.0,1.0
564,Come From Away,2019/6/16,115267.0,646.0,3397.0,-2453.0,50364.0,265.0,23150.0,118.0,51722.0,486.0,Current,Musical,3397,50364.0,6,16,2019.0,1.0
565,Come From Away,2019/6/9,114621.0,733.0,5850.0,2010.0,50099.0,320.0,23032.0,139.0,51236.0,528.0,Current,Musical,5850,50099.0,6,9,2019.0,1.0
566,Come From Away,2019/6/2,113888.0,613.0,3840.0,-1008.0,49779.0,265.0,22893.0,82.0,50708.0,416.0,Current,Musical,3840,49779.0,6,2,2019.0,1.0
567,Come From Away,2019/5/26,113275.0,789.0,4848.0,1230.0,49514.0,359.0,22811.0,83.0,50292.0,468.0,Current,Musical,4848,49514.0,5,26,2019.0,1.0
568,Come From Away,2019/5/19,112486.0,697.0,3618.0,-1622.0,49155.0,353.0,22728.0,108.0,49824.0,432.0,Current,Musical,3618,49155.0,5,19,2019.0,1.0
569,Come From Away,2019/5/12,111789.0,607.0,5240.0,883.0,48802.0,382.0,22620.0,68.0,49392.0,481.0,Current,Musical,5240,48802.0,5,12,2019.0,1.0
570,Come From Away,2019/5/5,111182.0,761.0,4357.0,-909.545454545455,48420.0,350.0,22552.0,80.0,48911.0,430.0,Current,Musical,4357,48420.0,5,5,2019.0,1.0
571,Come From Away,2019/4/28,110421.0,727.0,5266.545454545455,0.0,48070.0,371.0,22472.0,125.0,48481.0,441.0,Current,Musical,0,48070.0,4,28,2019.0,1.0
572,Come From Away,2019/4/21,109694.0,723.0,5266.545454545455,0.0,47699.0,322.0,22347.0,130.0,48040.0,512.0,Current,Musical,0,47699.0,4,21,2019.0,1.0
573,Come From Away,2019/4/14,108971.0,823.0,5266.545454545455,-3288.454545454545,47377.0,307.0,22217.0,175.0,47528.0,598.0,Current,Musical,0,47377.0,4,14,2019.0,1.0
574,Come From Away,2019/4/7,108148.0,933.0,8555.0,4538.0,47070.0,322.0,22042.0,158.0,46930.0,558.0,Current,Musical,8555,47070.0,4,7,2019.0,-1.0
575,Come From Away,2019/3/31,107215.0,656.0,4017.0,-348.0,46748.0,312.0,21884.0,70.0,46372.0,575.0,Current,Musical,4017,46748.0,3,31,2019.0,1.0
576,Come From Away,2019/3/24,106559.0,689.0,4365.0,-140.0,46436.0,343.0,21814.0,111.0,45797.0,601.0,Current,Musical,4365,46436.0,3,24,2019.0,1.0
577,Come From Away,2019/3/17,105870.0,642.0,4505.0,-2629.0,46093.0,315.0,21703.0,130.0,45196.0,452.0,Current,Musical,4505,46093.0,3,17,2019.0,1.0
578,Come From Away,2019/3/10,105228.0,704.0,7134.0,2380.0,45778.0,386.0,21573.0,121.0,44744.0,412.0,Current,Musical,7134,45778.0,3,10,2019.0,1.0
579,Come From Away,2019/3/3,104524.0,707.0,4754.0,519.0,45392.0,394.0,21452.0,113.0,44332.0,414.0,Current,Musical,4754,45392.0,3,3,2019.0,1.0
580,Come From Away,2019/2/24,103817.0,610.0,4235.0,1439.0,44998.0,439.0,21339.0,106.0,43918.0,521.0,Current,Musical,4235,44998.0,2,24,2019.0,1.0
581,Come From Away,2019/2/17,103207.0,264.0,2796.0,-3102.0,44559.0,407.0,21233.0,102.0,43397.0,446.0,Current,Musical,2796,44559.0,2,17,2019.0,1.0
582,Come From Away,2019/2/10,102943.0,675.0,5898.0,-270.0,44152.0,490.0,21131.0,91.0,42951.0,404.0,Current,Musical,5898,44152.0,2,10,2019.0,1.0
583,Come From Away,2019/2/3,102268.0,688.0,6168.0,3365.0,43662.0,366.0,21040.0,135.0,42547.0,326.0,Current,Musical,6168,43662.0,2,3,2019.0,1.0
584,Come From Away,2019/1/27,101580.0,717.0,2803.0,-4520.0,43296.0,436.0,20905.0,105.0,42221.0,397.0,Current,Musical,2803,43296.0,1,27,2019.0,1.0
585,Come From Away,2019/1/20,100863.0,855.0,7323.0,3716.0,42860.0,431.0,20800.0,88.0,41824.0,298.0,Current,Musical,7323,42860.0,1,20,2019.0,1.0
586,Come From Away,2019/1/13,100008.0,817.0,3607.0,-2161.0,42429.0,417.0,20712.0,128.0,41526.0,309.0,Current,Musical,3607,42429.0,1,13,2019.0,1.0
587,Come From Away,2019/1/6,99191.0,483.0,5768.0,-1439.0,42012.0,299.0,20584.0,52.0,41217.0,306.0,Current,Musical,5768,42012.0,1,6,2019.0,1.0
588,Come From Away,2018/12/30,98708.0,2242.0,7207.0,3424.0,41713.0,1158.0,20532.0,271.0,40911.0,1070.0,Current,Musical,7207,41713.0,12,30,2018.0,1.0
589,Come From Away,2018/12/10,96466.0,672.0,3783.0,-1033.0,40555.0,272.0,20261.0,68.0,39841.0,340.0,Current,Musical,3783,40555.0,12,10,2018.0,1.0
590,Come From Away,2018/12/3,95794.0,587.0,4816.0,1912.0,40283.0,387.0,20193.0,60.0,39501.0,287.0,Current,Musical,4816,40283.0,12,3,2018.0,1.0
591,Come From Away,2018/11/26,95207.0,552.0,2904.0,-400.0,39896.0,352.0,20133.0,88.0,39214.0,272.0,Current,Musical,2904,39896.0,11,26,2018.0,1.0
592,Come From Away,2018/11/18,94655.0,513.0,3304.0,-338.0,39544.0,318.0,20045.0,47.0,38942.0,404.0,Current,Musical,3304,39544.0,11,18,2018.0,1.0
593,Come From Away,2018/11/12,94142.0,615.0,3642.0,614.0,39226.0,285.0,19998.0,34.0,38538.0,397.0,Current,Musical,3642,39226.0,11,12,2018.0,1.0
594,Come From Away,2018/11/4,93527.0,694.0,3028.0,-145.0,38941.0,389.0,19964.0,59.0,38141.0,497.0,Current,Musical,3028,38941.0,11,4,2018.0,1.0
595,Come From Away,2018/10/28,92833.0,620.0,3173.0,-326.0,38552.0,301.0,19905.0,72.0,37644.0,478.0,Current,Musical,3173,38552.0,10,28,2018.0,1.0
596,Come From Away,2018/10/21,92213.0,783.0,3499.0,-2746.0,38251.0,268.0,19833.0,77.0,37166.0,436.0,Current,Musical,3499,38251.0,10,21,2018.0,1.0
597,Come From Away,2018/10/14,91430.0,766.0,6245.0,3308.0,37983.0,323.0,19756.0,139.0,36730.0,448.0,Current,Musical,6245,37983.0,10,14,2018.0,-1.0
598,Come From Away,2018/10/7,90664.0,683.0,2937.0,-578.0,37660.0,293.0,19617.0,63.0,36282.0,334.0,Current,Musical,2937,37660.0,10,7,2018.0,1.0
599,Come From Away,2018/9/30,89981.0,6184.0,3515.0,623.0,37367.0,3219.0,19554.0,780.0,35948.0,3106.0,Current,Musical,3515,37367.0,9,30,2018.0,-1.0
600,Come From Away,2018/7/30,83797.0,5.0,2892.0,-840.0,34148.0,3.0,18774.0,2.0,32842.0,243.0,Current,Musical,2892,34148.0,7,30,2018.0,1.0
601,Come From Away,2018/7/23,83792.0,572.0,3732.0,-1503.0,34145.0,364.0,18772.0,65.0,32599.0,189.0,Current,Musical,3732,34145.0,7,23,2018.0,1.0
602,Come From Away,2018/7/16,83220.0,713.0,5235.0,-3308.0,33781.0,354.0,18707.0,61.0,32410.0,266.0,Current,Musical,5235,33781.0,7,16,2018.0,-1.0
603,Come From Away,2018/7/9,82507.0,704.0,8543.0,1880.0,33427.0,459.0,18646.0,69.0,32144.0,304.0,Current,Musical,8543,33427.0,7,9,2018.0,-1.0
604,Come From Away,2018/7/2,81803.0,985.0,6663.0,3587.0,32968.0,332.0,18577.0,122.0,31840.0,231.0,Current,Musical,6663,32968.0,7,2,2018.0,-1.0
605,Come From Away,2018/6/25,80818.0,378.0,3076.0,-1849.666666666667,32636.0,385.0,18455.0,59.0,31609.0,40.0,Current,Musical,3076,32636.0,6,25,2018.0,1.0
606,Come From Away,2018/6/18,80440.0,893.0,4925.666666666667,971.666666666667,32251.0,385.0,18396.0,140.0,31569.0,373.0,Current,Musical,0,32251.0,6,18,2018.0,1.0
607,Come From Away,2018/6/11,79547.0,611.0,3954.0,133.0,31866.0,321.0,18256.0,229.0,31196.0,438.0,Current,Musical,3954,31866.0,6,11,2018.0,1.0
608,Come From Away,2018/6/4,78936.0,552.0,3821.0,-247.0,31545.0,357.0,18027.0,86.0,30758.0,229.0,Current,Musical,3821,31545.0,6,4,2018.0,1.0
609,Come From Away,2018/5/28,78384.0,566.0,4068.0,-135.0,31188.0,426.0,17941.0,71.0,30529.0,276.0,Current,Musical,4068,31188.0,5,28,2018.0,1.0
610,Come From Away,2018/5/21,77818.0,489.0,4203.0,228.0,30762.0,369.0,17870.0,71.0,30253.0,347.0,Current,Musical,4203,30762.0,5,21,2018.0,1.0
611,Come From Away,2018/5/14,77329.0,571.0,3975.0,-820.0,30393.0,393.0,17799.0,66.0,29906.0,202.0,Current,Musical,3975,30393.0,5,14,2018.0,1.0
612,Come From Away,2018/5/7,76758.0,622.0,4795.0,1159.0,30000.0,428.0,17733.0,92.0,29704.0,212.0,Current,Musical,4795,30000.0,5,7,2018.0,1.0
613,Come From Away,2018/4/30,76136.0,524.0,3636.0,-1058.0,29572.0,413.0,17641.0,64.0,29492.0,181.0,Current,Musical,3636,29572.0,4,30,2018.0,1.0
614,Come From Away,2018/4/23,75612.0,585.0,4694.0,-2694.0,29159.0,445.0,17577.0,100.0,29311.0,325.0,Current,Musical,4694,29159.0,4,23,2018.0,1.0
615,Come From Away,2018/4/16,75027.0,668.0,7388.0,3048.0,28714.0,390.0,17477.0,98.0,28986.0,290.0,Current,Musical,7388,28714.0,4,16,2018.0,1.0
616,Come From Away,2018/4/9,74359.0,654.0,4340.0,-295.0,28324.0,422.0,17379.0,73.0,28696.0,289.0,Current,Musical,4340,28324.0,4,9,2018.0,1.0
617,Come From Away,2018/4/2,73705.0,369.0,4635.0,-1447.0,27902.0,399.0,17306.0,141.0,28407.0,348.0,Current,Musical,4635,27902.0,4,2,2018.0,1.0
618,Come From Away,2018/3/26,73336.0,961.0,6082.0,-791.0,27503.0,311.0,17165.0,138.0,28059.0,353.0,Current,Musical,6082,27503.0,3,26,2018.0,1.0
619,Come From Away,2018/3/19,72375.0,564.0,6873.0,1582.0,27192.0,414.0,17027.0,170.0,27706.0,505.0,Current,Musical,6873,27192.0,3,19,2018.0,1.0
620,Come From Away,2018/3/12,71811.0,447.0,5291.0,356.0,26778.0,476.0,16857.0,153.0,27201.0,513.0,Current,Musical,5291,26778.0,3,12,2018.0,1.0
621,Come From Away,2018/3/5,71364.0,440.0,4935.0,2428.0,26302.0,483.0,16704.0,101.0,26688.0,307.0,Current,Musical,4935,26302.0,3,5,2018.0,1.0
622,Come From Away,2018/2/26,70924.0,443.0,2507.0,-1244.0,25819.0,500.0,16603.0,86.0,26381.0,323.0,Current,Musical,2507,25819.0,2,26,2018.0,1.0
623,Come From Away,2018/2/19,70481.0,460.0,3751.0,79.0,25319.0,436.0,16517.0,121.0,26058.0,388.0,Current,Musical,3751,25319.0,2,19,2018.0,1.0
624,Come From Away,2018/2/12,70021.0,469.0,3672.0,-1569.0,24883.0,511.0,16396.0,141.0,25670.0,256.0,Current,Musical,3672,24883.0,2,12,2018.0,1.0
